web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype
1640085363-307,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Like every other reviewer we found Boy Blues Bar by accident! Have a meal off the night bazaar and listen for the blues. Up the stairs and into the coolest; most mellow spot in all of Chiang Mai. Monday night is jam night. If you're going to go just once this may be the night to head for. Though going once is seldom an option!,SurreyRome,"April 22, 2014",5,"Horley, UK",Apr 2014 • Family
1640085363-17,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Cracking little upstairs live music venue in Night Bazaar. Good mix of blues, rock etc. Enthusiastic and accomplished musicians. Good, friendly staff and fair prices for a live venue. Only downside was having to leave the bar down to public toilets.",Martin R,"July 15, 2019",4,"Marbella, Spain",Jul 2019 • Couples
1640085363-351,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Boy Blues Bar is one of my favorite music venues in Chiang Mai. Everyone there is friendly and real, and the ambiance is always nice.",gidget23,"April 23, 2012",5,"Portland, OR",null
1640085363-339,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"As a dancer traveling the world listening to bands its so nice to sit in a warm open air bar listening to a fantastic blues band. Boy Blues Bar really offers this. Located upstairs in the markets you can hear the music everywhere. This is really where blues is, just chilling out with some beers and a blues band. The band was really really good, second night they had guest trumpeter and sax which just make it better. Would recommend having a beverage here anytime.",Oren F,"March 8, 2013",5,"Islamabad, Pakistan",Mar 2013 • Friends
1640085363-169,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I had just returned from there, the place is on a roof in the center of the night market. Nice Bar, but the attraction is the blues band, they are super professional, making great music. If you are a music fan, go there, you will not regret!",alonagar,"December 4, 2015",5,,Dec 2015 • Solo
1640085363-43,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Once inside Kalare night market, just follow the sound, it's upstairs. Good music, good fun and reasonable priced drinks.",sandgrownun18,"September 4, 2018",4,"Blackpool, UK",Oct 2017 • Couples
1640085363-224,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This place is a little spot of heaven above a bustling market. The band were very talented and everyone was super happy. I will definitely visit again, fully recommend to anyone visiting chiang mai.",Castor Troy,"June 11, 2015",5,"Sheffield, UK",Jun 2015 • Family
1640085363-171,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"It's surreal to hear western song covers by ppl who may not be the best at English in the middle of a market. The bar is elevated and a little hard to find. Follow the music. Awesome, chill place with a slightly older crowd.",Judy L,"November 25, 2015",4,"Brooklyn, NY",Nov 2015 • Friends
1640085363-20,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Was taken by friends for open mike night (every Monday). All I can say is it was superb! Visited twice - line up changes each week but there are regular performers. You wont be disappointed - a great night out!,John C,"May 19, 2019",5,Cebu,Apr 2019 • Friends
1640085363-54,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Nice Thai blues bar above the Kalare Night Market. These guys can play! Google says the also serve cocktails, but it’s only beer and liquors here.",Dan K,"March 20, 2018",4,"The Hague, The Netherlands",Mar 2018 • Couples
1640085363-142,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Whenever I am in Chiang Mai you can't miss Boys Blues Bar down in the Kalare Centre in the Nightbazzar. Quite hard to find but if you hear fabulous blues music just follow it up the stairs to the bar. GPS co-ords are 18°47'6.16""N, 99° 0'3.37""E Check out the clips on Youtube to see how good this band really is. Some nights the entire bar will be up rocking including many of the older tourists, especially when the Auzzie soul and blues singer is there who sounds like Janis Joplin. Great bar service too and the drinks are very cheap. Don't miss it best entertainment in town, and it's free while you are buying drinks.",Geoff C,"April 20, 2016",5,"Chiang Mai Province, Thailand",Apr 2016 • Friends
1640085363-56,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Went there two nights in a row, every time the band is very good, nice personal, decent prices. Both got to meet boy, got a signed shirt and was the best! You can go there with friends or just alone doesn’t matter, its still it’s still worth going there. A must if visiting Chiang Mai!",David J,"March 17, 2018",5,,Mar 2018 • Friends
1640085363-266,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"If your in Chiang Mai you have to visit this bar. Awesome atmosphere, staff n music. Open mic on monday nights is a great show...",auzzie2323,"January 31, 2015",5,"Cairns Region, Australia",null
1640085363-87,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Great little, old fashioned, music gem. Good vibes and a useful ""crèche"" for non - shopping lovers in a busy market !",yanhLondon_England,"March 22, 2017",2,"London, England",Mar-17
1640085363-221,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"surprise to find some great music with some good old boys i saw from the US, Australia playing some good tunes",Westlakeboat,"June 17, 2015",5,"Bellevue, WA",Jun 2015 • Couples
1640085363-48,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We saw the reviews of the bar on TripAdvisor, but the location when arriving there didn't convince us at the beginning. But looking for an escape from a rainstorm we gave it a try. After going up the stairs to this little bar situated in a bazar we stayed here till the end. That night was open mic, so we witnessed a lot of undiscovered talent in the room. The atmosphere was amazing and the music very entertaining. Don't miss this experience when travelling to Chiang Mai.",ileananet,"July 30, 2018",4,"Bucharest, Romania",May 2018 • Couples
1640085363-348,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I went for Monday jam night and it was a bit disappointing. The level of musicianship wasn't great and since the bar is semi-open, when it started raining, everyone got wet :( I went back the next day and the music from the house band was much better. Boy is a lovely guy and while the bar is a bit rough around the edges, it has a laid-back and comfortable ambience.",Mike F,"July 3, 2012",3,"Bangkok, Thailand",Jun 2012 • Solo
1640085363-179,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We came across Boy Blues Bar via our hotel recommendation. We were really pleased we got there about 9pm because we were still lucky enough to get a but Any later and you will probably have to stand. We had a very good time here, The atmosphere was great and drinks were reasonably priced. If we ever come back to Chiang Mai we will certainly come back again. Ps Monday is open mic night- so much fun! Anyone is welcome, Boy the owner encourages anyone and everyone to join in and have a good time.",TheCurtaulks,"October 15, 2015",5,"Norwich, UK",Oct 2015 • Couples
1640085363-247,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"My wife and I went here almost every night we were in Chiang Mai. If you like the blues, you'll love this place. It's located in the night bazaar so you can grab some boiled chicken before going to make a good crash pad for the booze you'll be inspired to throw back here. Very inviting for visiting ""farang"" as you will see a lot of westerners here.",Jon L,"April 24, 2015",5,"New York City, NY",Apr 2015 • Couples
1640085363-181,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"i was in the Kalare market and heard live music being played. i found the Boy Blues bar, and went in for a look. it was a Monday, which i found out was open mike night, so many local musiciand show up to play. i love listening to live bands, and was impressed with the quality of music. one of the guitar players and a drummer was wxcellent, played some older songs by the Allman Brothers, Eric Clapton. also played some more pop type songs, but all were good.. the crowd seems to be a mix of older local expats as well as tourists that wandered in after visiting the Night Bazaar. i will definitely return,",Bob C,"October 7, 2015",4,"Chiang Mai, Thailand",Sep 2015 • Friends
1640085363-107,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Talented musicians play every night in this hidden open air bar upstairs, inside the bazaar. Great amosphere and drinks just keep on coming by the staff. Seems to get busy by 9 or 10pm so be earlier for a seat. If you are into live bands this place is a MUST to listen to the talent.",Lyn B,"December 18, 2016",5,,Oct 2016 • Friends
1640085363-29,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,What a surprise to find a blues bar in Chiang Mai and musicians who appear to have honed their craft over several years. A little different to hear some notable tunes sung in Thai; left you playing 'name that tune'. Not all blues but a nice variety of music. And at a volume where you didn't have to scream at your buddy to chat with them. You just gotta stop by for a listen and a beer! Sure glad we found it.,Frank S,"January 29, 2019",5,"Calgary, Canada",Jan-19
1640085363-79,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,This is the perfect place if you're looking for a chill setting to listen to some really good music over a few drinks. The musicians are extremely talented and know how to entertain their audience. Definitely check it out!,diner205,"July 26, 2017",5,"Koh Tao, Thailand",Jul 2017 • Couples
1640085363-204,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Monday night is jamming night. So well worth coming then. The music is good and the prices are ok. 80b for a small Singha. If you like music - and especially the blues - don't miss it.,Kevin_One_Man_Show,"July 20, 2015",5,"Kenmare, Ireland",Jul 2015 • Solo
1640085363-335,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Spent two fantastic nights here! We were all blown away by the amazing talent we saw and heard!! Could have stayed for hours and hours! A must if you want a really cool evening!! X,JenjaneHaroldWood,"June 15, 2013",5,"Essex, UK",Feb-13
1640085363-306,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Near Night Bazaar in covered market on mezzanine floor one level up. Don't miss out on this bar if you are visiting Chiang Mai., Brilliant blues band, great music and atmosphere. Also good service from bar, prices OK. Best music about 9.45 onwards. Enjoy",John C,"June 7, 2014",5,"Torquay, UK",Jun 2014 • Couples
1640085363-205,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Great music and great tasting beers. Just turn up, grab a chair and listen to the music. If you like blues you'll love this place",Dave186305,"July 20, 2015",4,"Hertford, UK",Jul 2015 • Couples
1640085363-59,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"These guys are incredible!!! Live music is amazing, nice setting, its a must go place while in Chiang Mai.",Ivana D,"February 20, 2018",5,,Feb 2018 • Couples
1640085363-137,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I have visited this bar several times over the past few years and it consistently delivers excellent music. The crowd seems to be an eclectic mix of local expats and tourists. I like to go on Monday nights when different musicians play, like a jam session. The bands play a mix of classic rock, blues which is great as they are my preferred music. A great place to listen to live music.",Bob C,"May 6, 2016",4,"Chiang Mai, Thailand",May 2016 • Friends
1640085363-45,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,This bar is situated right near night bizarre and is somewhere my partner and I visited most nights in chaing mai. It has a fantastic live band which interacts with the audience and drinks are a reasonable price. It has a relaxed yet uplifting vibe that is the perfect way to spend an evening in chaing mai.,Elliot J,"August 10, 2018",5,"London, UK",Jun 2018 • Couples
1640085363-151,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I visited this place after seeing the reviews on here, I am a singer in a band as a profession so love going to watch other musicians. Its right in the middle of the market, i was downstairs getting a manicure and pedicure for an hour listening to them before I went up to the bar! They have continuous music all night, changing the bands over at certain points of the night. Both bands i saw were amazing and talented, and it was refreshing to hear songs performed in their own style, with a mixture of music from Motown, Indie, Rock (Ben E King, The Killers, Eric Clapton etc) The vibe was great, complete mixture of people, young and old, from all parts of the world, and everyone seemed to be enjoying themselves. The waitress was very good and fast, and not pestering for tips which is my pet peeve. Great vibe, great music, not expensive, and its easy to get transport home afterwards by tuk tuk or taxi from right outside.",RachEms7,"February 28, 2016",5,"Yorkshire, UK",Feb 2016 • Solo
1640085363-184,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,We were with another couple and enjoyed a very good live band show. Prices for drinks were OK and we really had a good time.,Adam D,"September 30, 2015",5,,Sep 2015 • Couples
1640085363-67,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"took me three days to find this place but when i did it was outstanding ,its in the middle of the night markets so look up to see the sign cant remember exactly where but the musicians are sensational wanted to jam with them but wrong night.really cool amphitheatre feel.",Adam J,"November 29, 2017",5,London,Nov 2017 • Couples
1640085363-108,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Hidden inside a covered mall is a fantastic little open aired bar called Boy Blues Bar. I wasn't sure what to expect, but it blew me away. Bands on from 5pm to midnight (just wished it stayed open later), Talent everywhere.",David Kaleta,"December 13, 2016",4,"Al Ain, United Arab Emirates",Dec 2016 • Solo
1640085363-310,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We have been going to Chiang Mai for the last 5 years or,so and two years ago we were eating in the night bazaar and heard blues music come from somewhere but not sure where. We then discovered Boy Blues Bar and we were blown away by the awesome music. It is now a must on our itinerary. Going again in two weeks time and will definitely be paying a visit or two. Great night out and worth a go.",HollySK,"April 7, 2014",5,Leeds England,May 2013 • Couples
1640085363-292,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We came to take a beer with many friends, and the playing groups was very nice (3 groups along the evening). The price of the refreshment are a little more expensive than other place in the city, but I think it's to pay the artist so no soucis ! (40 THB for on coke).It's very an original place, and the atmosphere is very warm. But I do not recommend this place if you want to talk with your friend. The music is a little bit too loud (live music !) to be able to speak easily. But if you want live music and good ambiance I really recommend this place !",Gwen_and_Leo,"August 13, 2014",5,,Aug 2014 • Friends
1640085363-303,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Wow, was that ever impressive. Worth going out of your way to see Boy in action. He will make you smile. It's upstairs off Soi 6 of the Night Bazaar road (Changklan Road) Look for the big ""Le Spice"" sign and go a little further down and turn left into the Kalare Night Market.",SDwarf,"June 22, 2014",5,"Bangkok, Thailand",Jun 2014 • Friends
1640085363-227,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,While in Chiang Mai we had the opportunity to go to Boy Blues Bar on three occasions. The first couple of times was on a Monday night which is open mic nights. Great time with a talented group of locals who obviously really enjoy their music. The other night was a Friday. What a fantastic evening. Boy can really make his guitar sing and his voice was a wonderful surprise. His band also obviously enjoy their music and we're equally talented as was shown when they all took a turn at demonstrating their skills. Boy is also a great showman and we came away from each of our experiences feeling incredibly energized by some amazing music. Thanks to all you guys. Not to be missed if you are on Chiang Mai.,Clara N,"June 1, 2015",5,"Nelson, New Zealand",May 2015 • Couples
1640085363-350,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Located in the Kalare Night Bazaar, Boy Blues bar is a great venue for residents including expats and tourists and everyone is welcomed. Boy and his band provide the music, which is great. The atmosphere is relaxed and good fun. Would be performers are invited to play as well. Drinks well priced for the city centre and if you ask, they will allow you to bring in food from other venues to eat while you enjoy the drinks and music at the bar. It is upstairs, so go to the area near the stage downstairs and look for the neon sign.",Jools053,"May 15, 2012",5,"Tenerife, Spain",May 2012 • Friends
1640085363-4,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Located upstairs at the Kalare Food market this venue is worth checking out. It opens at 8.00pm and a band starts playing shortly after. There is no fee to go in. The Boys Blues band played for the first hour and they were excellent. Good tunes and very entertaining. Different bands come on throughout the evening. The venue is small and can fill up quickly so arrive early.,Rick B,"February 12, 2020",5,"Melbourne, Australia",Feb 2020 • Friends
1640085363-2,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This unusual bar is located up some stairs above a market. In the 2 hours+ that I was there it offered free music from three different bands. The ambiance is good, there is a mix of all ages, and drink prices were very reasonable. Definitely worth a visit.",Chris P,"March 7, 2020",5,"Exeter, UK",Mar-20
1640085363-209,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"If you're into live music, these guys are a must. Not sure why, but there's a lot of live music in Chiang Mai. This blew everyone else out of the water. Absolutely worth grabbing a beer and spending an hour ( or 3 ) listening to Boy and friends. They're having just as much as you are, which makes for a great evening.",William G,"July 15, 2015",5,"Mountain View, CA",Jul 2015 • Friends
1640085363-287,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,There is limited nightlife in Chiang Mai with live music. Three piece band with 5 minute lead guitar solos and even a bass guitar solo thrown in. Small venue but great music whilst drinking a beer. Located on Chiang Klan Rd Kalare Complex mezzanine level near food court in the middle of the night bazzar.,SydneysWest,"September 26, 2014",5,"Sydney, Australia",Sep 2014 • Couples
1640085363-341,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Great atmosphere and awesome live music. Covers of Hendrix and Marley along with some proper blues jams are refreshing in what seems an otherwise pop-heavy music scene.,negative_nelly,"January 12, 2013",5,"London, UK",Jan 2013 • Couples
1640085363-94,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Beer ain't over priced either. A hassle free place to enjoy break in the middle of the night bazaar. Wouldn't go out of my way to come here but worth a stop if you're in the night bazaar.,scottofhawaii,"February 22, 2017",4,"Honolulu, HI",Feb 2017 • Solo
1640085363-187,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"If you are a rock/blues music lover this is a must to go to chill out in the evening. The resident band is amazing and I could not believe that those Thai guys could have such a great mood for the blues. They got the ""blue note"" in their souls. Honest drink prices and non pushing waitresses complete the great offer.",lamb a,"September 13, 2015",5,"Chonburi Province, Thailand",Aug 2015 • Solo
1640085363-319,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,A range of musicians pass through the venue jamming and singing to songs that are blues standards or have loose connections to them. The delivery can be laidback laconic with a fair bit of proficiency and always passion. The feet and toes cannot stop tapping. The hard working staff ensure that a Beveridge is always available as needed.,Darren W,"January 28, 2014",5,"Adelaide, Australia",Jan 2014 • Solo
1640085363-85,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Imagine you are walking around the night bazaar and while youre looking at stuff your ears are filled with good blues boogie blasting from somewhere in the market. You start walking to investigate where this great music is coming from. You realize its coming from a location above you. You walk around to find the entrance, up the stairs you go and out into a large, open mezzanine floor of tables and live music. Place is frequented by foreigners and Thais. Drinks are well priced and there are 3 bands a night, each playing about an hour per set. Most is very good quality American blues, as good as anywhere and remember these guys are all Thai. Monday nights bring open mic night and usually there are foreign musicians playing too. Saturday night has a regular Thai disco group playing all classic disco songs and they are fantastic! People were dancing on the tables, I was waiting for tables to break. A great place not to be missed if you are in Chiang Mai. Music level is not too loud so you can talk easily but loud enough for those wanting to party hard.",alockerbie,"April 15, 2017",5,"Nonthaburi Province, Thailand",Apr 2017 • Friends
1640085363-252,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Having wondered the night market this is a perfect place to sit, relax and soak in the atmosphere. Great music, lively staff and atmospheric surroundings - you must go!",Hannah G,"April 8, 2015",5,.Staymonth=,Mar 2015 • Friends
1640085363-193,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Great music we were there on open microphone nigh which was interesting at times.drinks were reasonably priced and really good crowd .,Sw3012,"August 11, 2015",4,"Albury,Australia",Jul-15
1640085363-135,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"By accident ran into this bar whilst walking the night market. Live band playing good blues music every night, so ended up here every night. Good prices, great atmosphere and last but not least great music played live.",Blafwoef,"May 24, 2016",5,"Veenendaal, The Netherlands",May 2016 • Couples
1640085363-196,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Best night out in a very long time. Wonderful to find other people over 55 that still rock their socks off. Fantastic talent at open mike night. Will give it another go later in the week.,Linda P,"August 4, 2015",5,"Clifton Springs, Victoria, Australia",Aug-15
1640085363-333,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We found this place by accident. We followed the sound of the band til we found the bar. The music was very good, the staff were friendly and the drinks were decently priced. No cocktail menu but they will try to mix you what you want. Very nice place to chill and escape Thai rain.",Kirsty B,"July 10, 2013",4,"Shanghai, China",Jul 2013 • Friends
1640085363-320,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Went to the night market and while walking around I could hear some great sounds from somewhere... Hard to find the entrance to this small bar above the market but do it... House band have a guy leading them who is a wizard with the guitar. Obviously Hendrix motivated and not bad for it. I went two nights running. Differs t bands and singers each night... Simpler fabulous. In England this ace would be packed to the rafters every night. Beer is 110 baht for a small bottle so bit extortionate. The entry is free. Find it and enjoy... Awesome. In the market above the more boutique stalls. Toilets are in the market underneath. Just go!!!,Kevin O,"January 19, 2014",5,UK,null
1640085363-229,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,My cousin recommended that we spend an evening at this bar. And I am really glad we did! If you're into blues music this is a great way to spend an evening. It is an open top bar situated by the night market making for a cool and pleasant environment. The musicians are really polished performers and play many classics. The efficient bar woman will bring you your beer and you can have food delivered from one of the nearby restaurants. There is no cover charge but a donation box. Highly recommend dropping in to check it out!,Glenn S,"May 23, 2015",4,,null
1640085363-206,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Great music, atmosphere and a fun vibe. Spent an hour or so here after shopping in the night bazaar & wished we'd had more time. Our daughters who are in their twenties enjoyed it too",Emily H,"July 16, 2015",5,,Jun 2015 • Family
1640085363-42,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"So cool, even if you don’t care for blues music , great venue very rough and ready , the band changes through the night and the owner always plays guitar and sings , great vibe definitely worth a visit , set inside the night market easy to find just follow the blues !",Dee50,"October 4, 2018",5,"Epsom, UK",Oct 2018 • Couples
1640085363-129,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Low key, open air venue located in the night market area. The reason I can't give it 5 stars is because I went anticipating blues, but instead it was classic rock/70s-90s music. While it was still a fun time, it wasn't exactly what I was counting on. Relaxed environment and energetic bands make it worth a visit.",bangerrang,"June 11, 2016",4,,May 2016 • Friends
1640085363-93,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,We found this bar the last day for our trip what an awesome place !! If i had know it was there at the beginning of our trip we would have spent every night there. Can't be missed !!!,Vicki D,"February 25, 2017",5,,Feb-17
1640085363-123,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"boy blues bar is a great place to spend an evening or 100!! set above kalare night market in chiang mai on a mezzanine floor it is like being in someone,s tree house away from all cares and woes....it is not a girly bar...the drinks are reasonable...the entertainment is great with 2 to 3 bands everynight [apart from sunday when it,s closed] and it,s fee!! boy...the owner...plays a mean guitar and is an outgoing animated soul who makes one and all feel at home!! i am in love with this place and can see why it is one of the best venues in thailand!! blues omits passion and this place offers just that!! come and see for yourself!! XX jojo",rejoyce1,"July 15, 2016",5,"Chiang Mai, Thailand",Jul 2016 • Couples
1640085363-290,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,We loved it here and during our week stay visited 3 times. The music and atmosphere is amazing we were really blown away at the quality of the musicians.,ratbagx3,"September 19, 2014",5,Australia,Sep 2014 • Couples
1640085363-189,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This place has beer that is not too expensive and live music. The bands are trios: Guitar,bass, drums, playing rock -- some of them are very good, some not as good. The audience is almost entirely tourists.",Steve D,"September 5, 2015",4,"Albuquerque, NM",Jan-15
1640085363-50,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Nice outdoor bar featuring local and foreign talent. Monday is open mike night and can be quite entertaining. No one bothers you at this bar. Mellow vibe and cool.,Micky M,"July 12, 2018",5,,Jul 2018 • Friends
1640085363-89,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Visited Boy Blues Bar a few times on this trip and always enjoyed myself as did the crowd there. There is plenty of seating and an efficient bar staff with reasonable priced beer considering the entertainment. The variety of muso's were good to very good. As others have said..Boy is the performer always having fun along the way. Highly recommend. 👍,CALPerth,"March 8, 2017",5,PERTH,Mar 2017 • Solo
1640085363-217,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,If you really love fantastic live music then you MUST go to Boy Blues bar. Fantastic atmosphere and amazing music. Boy and the band are great. I have even taken my young sons there for the early part of the night. They loved Boy. Other patrons are well behaved and friendly making any visit there a complete treat. I'm not such a fan of the open mike nitre as you get a mixed bag. But that's what there all about. This is great night out. Not to be missed.,MarkWaters1974,"July 1, 2015",5,"Cambridge, New Zealand",Mar 2015 • Family
1640085363-197,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,This place had wonderful music and a very easy going environment. Was really nice getting a beer and hanging out for the night. Would definitely recommend.,Stephanie C,"July 31, 2015",5,"Sacramento, CA",Jul 2015 • Couples
1640085363-113,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Just follow the music! You'll hear it straight away when you get into the Night Bazar. Great atmosphere, and Boy himself sure knows how to handle the guitar!! Monday evenings are jam nights - a complete mix of styles. You will not be disappointed!!",gittaruck,"November 23, 2016",5,"Bennettsbridge, Ireland",Nov 2016 • Couples
1640085363-106,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Great little find above the night bazaar for expats and tourists alike. A couple of really good bands played while we were there. Great place to sit and drink a few beers and get away from the hustle of the night markets,seanhnz,"December 25, 2016",5,,Dec 2016 • Friends
