"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27"
"VCF","eA","1","3-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Riktor","Kriknak","Iggy","Wisp","Xeniel","16:00","Baldum","Slimz","Liliana","Nakroth","Amily","Aya","Omen","Yena","Airi","3","Keera","Aoi","Mina","Florentino"
"VCF","eA","1","3-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Roxie","Aoi","Kahlii","Hayate","Thane","15:06","Lumburr","Capheny","Yue","Keera","Yena","Aya","Tulen","WonderWoman","LuBu","4","Zata","Raz","Lorion","Omen"
"BRUTD","KOG","1","3-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Superman","Aoi","Lorion","TheJoker","Alice","14:52","Lumburr","Elsu","Iggy","Eland'orr","Amily","Omen","Florentino","Skud","Riktor","1","Capheny","Laville","Yue","Aya"
"BRUTD","KOG","2","3-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Mina","LuBu","Liliana","Capheny","Xeniel","14:17","Baldum","Laville","Lorion","Keera","Veres","Omen","Roxie","Florentino","Thane","2","Nakroth","Eland'orr","Elsu","Aya"
"BRUTD","KOG","2","3-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Omen","Tachi","Krixi","Hayate","Grakk","16:36","Alice","Capheny","WonderWoman","Tulen","Airi","Aya","Yue","Florentino","Mina","3","Keera","Eland'orr","Elsu","Iggy"
"BRUTD","KOG","1","3-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Airi","Eland'orr","Raz","Violet","Roxie","13:28","Tachi","Hayate","Liliana","Nakroth","Yena","Aya","Yue","Butterfly","Wukong","4","Amily","Florentino","Elsu","Iggy"
"BRUTD","KOG","1","3-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Yena","Keera","Tulen","Laville","Zip","12:02","Xeniel","Violet","Annette","Wukong","Florentino","Aya","Yue","Aoi","Skud","5","Lumburr","Baldum","Elsu","Iggy"
"GCT","VCF","2","4-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Omen","Tachi","Yue","Slimz","Alice","17:29","Thane","Elsu","Iggy","Aoi","Mina","Florentino","Hayate","Xeniel","Tulen","1","Superman","Keera","Lorion","Aya"
"GCT","VCF","1","4-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Florentino","Keera","Liliana","Laville","Amily","19:02","Tachi","Violet","Lorion","Tulen","Yena","Aya","Yue","Eland'orr","Nakroth","2","Xeniel","Roxie","Iggy","Elsu"
"GCT","VCF","1","4-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Yena","Errol","Iggy","Elsu","Baldum","16:32","Xeniel","Laville","Krixi","Eland'orr","LuBu","Omen","Florentino","Liliana","Superman","3","Roxie","Veres","Lorion","Aya"
"GCT","VCF","2","4-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Riktor","Aoi","Raz","Tel'Annas","Xeniel","21:05","Lumburr","Capheny","Liliana","Errol","Skud","Florentino","Omen","Keera","Kriknak","4","Kil'Groth","Eland'orr","Lorion","Aya"
"GCT","VCF","2","4-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Mina","Tulen","Krixi","Hayate","Krizzix","26:14","Baldum","Wisp","Yue","Nakroth","Omen","Florentino","Keera","Kriknak","Veres","5","Roxie","Lumburr","Lorion","Aya"
"EVOS","TLN","2","4-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Skud","Murad","Yue","Hayate","Lumburr","20:33","Tachi","Capheny","Lorion","Errol","Yena","Omen","Iggy","Aoi","Nakroth","1","Keera","Eland'orr","Elsu","Aya"
"EVOS","TLN","2","4-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Airi","Tulen","Liliana","Elsu","Tachi","14:11","Roxie","Laville","Iggy","Nakroth","Riktor","Aya","Yue","Aoi","Eland'orr","2","Superman","Keera","Florentino","Omen"
"EVOS","TLN","2","4-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Amily","Veres","Krixi","Laville","Xeniel","13:39","Baldum","Tel'Annas","DiaoChan","Kriknak","Zuka","Aya","Yue","Aoi","Eland'orr","3","Superman","Keera","Florentino","Omen"
"KOG","EVOS","2","5-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Ryoma","Nakroth","Lorion","Laville","Roxie","17:22","WonderWoman","Elsu","Liliana","Eland'orr","Riktor","Omen","Iggy","Florentino","Mina","1","Yena","Butterfly","Yue","Aya"
"KOG","EVOS","1","5-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Airi","Eland'orr","Liliana","Wisp","Amily","12:41","Maloch","Hayate","Lorion","Ryoma","Florentino","Aya","Yue","Butterfly","Xeniel","2","Yena","Elsu","Omen","Iggy"
"KOG","EVOS","1","5-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Mina","Aoi","Iggy","Elsu","Lumburr","13:53","Roxie","Laville","Krixi","Tulen","Airi","Omen","Superman","Keera","Nakroth","3","Yena","Florentino","Yue","Aya"
"KOG","EVOS","1","5-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Skud","Tulen","WonderWoman","Slimz","Volkath","11:33","Baldum","Tel'Annas","Yue","Keera","Qi","Aya","Omen","Superman","Amily","4","Raz","Alice","Hayate","Florentino"
"BAC","BRUTD","1","5-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Zuka","Volkath","Yue","Slimz","Lumburr","14:30","Alice","Elsu","Kahlii","Zephys","Superman","Omen","Iggy","Keera","Nakroth","1","Yena","Riktor","Aoi","Aya"
"BAC","BRUTD","1","5-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Yena","Nakroth","Lorion","Capheny","Xeniel","11:34","Zip","Hayate","Iggy","Aoi","Arthur","Omen","Yue","Florentino","Tachi","2","Eland'orr","LuBu","Elsu","Aya"
"BAC","BRUTD","1","5-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Riktor","Wukong","Liliana","Wisp","Tachi","34:23","Roxie","Laville","Yue","Eland'orr","Skud","Lorion","Omen","Yena","Raz","3","Alice","Ryoma","Hayate","Aya"
"KOG","eA","2","6-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Skud","Keera","Lorion","Capheny","Lumburr","18:20","Baldum","Slimz","Krixi","Eland'orr","Yena","Omen","Iggy","Qi","Riktor","1","Butterfly","Mina","Yue","Aya"
"KOG","eA","2","6-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Amily","Aoi","Liliana","Slimz","Ormarr","10:59","WonderWoman","Capheny","Raz","Errol","Airi","Aya","Lorion","Keera","Nakroth","2","Alice","Xeniel","Iggy","Omen"
"KOG","eA","2","6-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Riktor","Zuka","Iggy","Hayate","Baldum","23:34","Xeniel","Wisp","Liliana","Aoi","Qi","Keera","Omen","Florentino","Elsu","3","LuBu","Nakroth","Eland'orr","Aya"
"eA","PSG","2","7-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Qi","Kriknak","Lorion","Elsu","Thane","13:03","Xeniel","TheJoker","Krixi","Eland'orr","Skud","Omen","Yue","Laville","Florentino","1","Mina","Volkath","Aoi","Aya"
"eA","PSG","2","7-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Skud","Errol","Raz","Hayate","Xeniel","14:21","Zip","Tel'Annas","Iggy","Aoi","Omen","Aya","Elsu","Lorion","Tulen","2","Annette","Liliana","Mina","Florentino"
"eA","PSG","2","7-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Riktor","Keera","Liliana","Wisp","Roxie","12:16","Peura","Capheny","Lorion","Nakroth","Mina","Aya","Elsu","Yena","LuBu","3","Superman","Airi","Aoi","Omen"
"PSG","BRUTD","1","8-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Omen","Keera","Lorion","Capheny","Peura","13:35","Baldum","TheJoker","Liliana","Eland'orr","Florentino","Iggy","Mina","Xeniel","Zip","1","Alice","Tulen","Yue","Aya"
"PSG","BRUTD","1","8-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Florentino","Eland'orr","Krixi","TheJoker","Tachi","14:52","Arum","Violet","Tulen","WonderWoman","Airi","Lorion","Elsu","Alice","Lumburr","2","Roxie","Xeniel","Mina","Aya"
"PSG","BRUTD","2","8-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Veres","Aoi","Aya","Elsu","Amily","26:18","Lumburr","Laville","Yue","Tachi","LuBu","Lorion","Omen","Skud","Qi","3","Taara","Roxie","Iggy","Mina"
"PSG","BRUTD","2","8-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Superman","Skud","Ilumia","Hayate","Xeniel","13:08","Zip","Slimz","Iggy","Veres","Riktor","Omen","Lorion","Amily","Keera","4","Zata","Nakroth","Tulen","Mina"
"PSG","BRUTD","1","8-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Yena","LuBu","Iggy","Tel'Annas","Zip","14:47","Alice","Hayate","Annette","Keera","Omen","Lorion","Aoi","Krixi","Zata","5","Nakroth","Tulen","Mina","Yue"
"GCT","eA","2","10-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Riktor","Errol","Lorion","Laville","Peura","12:47","Zip","Capheny","Iggy","Aoi","Yena","Florentino","Hayate","Keera","Baldum","1","Xeniel","Eland'orr","Omen","Aya"
"GCT","eA","1","10-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Yena","Keera","Tachi","Elsu","Thane","16:21","Lumburr","Violet","Liliana","Volkath","Skud","Aya","Lorion","Laville","Hayate","2","Yue","WonderWoman","Iggy","Omen"
"GCT","eA","2","10-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Ryoma","Tulen","Iggy","Hayate","Mina","18:54","Xeniel","Elsu","Krixi","Errol","Airi","Lorion","Florentino","Keera","Nakroth","3","Eland'orr","Superman","Omen","Aya"
"GCT","eA","2","10-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Florentino","Airi","Yue","Slimz","Xeniel","17:01","Maloch","Hayate","Lorion","Tulen","Riktor","Eland'orr","Keera","Nakroth","Kriknak","4","Capheny","Aoi","Omen","Aya"
"TLN","VCF","2","10-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Qi","Volkath","Krixi","Slimz","Tachi","14:16","Thane","Elsu","Iggy","Eland'orr","Yena","Omen","Lorion","Florentino","Aoi","1","Skud","Keera","Tulen","Aya"
"TLN","VCF","1","10-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Superman","Veres","Annette","Celica","Lumburr","24:51","Xeniel","Wisp","Liliana","WonderWoman","Airi","Aya","Lorion","Florentino","Volkath","2","Yena","Eland'orr","Elsu","Omen"
"TLN","VCF","1","10-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Mina","Kriknak","Lorion","Hayate","Roxie","12:10","Lumburr","Capheny","Yue","Tulen","Amily","Omen","Florentino","Superman","Keera","3","Aoi","Yena","Elsu","Aya"
"TLN","VCF","2","10-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Yena","Nakroth","Yue","Capheny","Amily","30:19","Riktor","Laville","Kahlii","Aoi","Roxie","Lorion","Omen","LuBu","Skud","4","Keera","Eland'orr","Elsu","Aya"
"TLN","VCF","1","10-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Florentino","Errol","Iggy","Laville","Omen","17:11","Baldum","Tel'Annas","Krixi","Keera","Qi","Lorion","Hayate","Zuka","Mina","5","Tulen","Aoi","Elsu","Aya"
"BAC","KOG","1","11-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Zuka","Volkath","Lorion","Capheny","Peura","15:50","Ormarr","Hayate","Iggy","Veres","Superman","Omen","Eland'orr","Roxie","Florentino","1","Aoi","Keera","Yue","Aya"
"BAC","KOG","1","11-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Riktor","Nakroth","Yue","Elsu","Lumburr","16:30","Alice","Laville","WonderWoman","Tulen","Yena","Omen","Lorion","Roxie","Volkath","2","Aoi","Mina","Superman","Aya"
"BAC","KOG","1","11-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Roxie","Tulen","WonderWoman","Laville","Tachi","13:14","Baldum","Elsu","Krixi","Florentino","Airi","Omen","Keera","Eland'orr","Xeniel","3","Raz","Liliana","Superman","Aya"
"EVOS","BRUTD","2","11-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Yena","Nakroth","Lorion","Capheny","Tachi","12:49","Zip","Tel'Annas","Yue","Kriknak","Airi","Omen","Iggy","Skud","Aoi","1","Alice","Eland'orr","Superman","Aya"
"EVOS","BRUTD","2","11-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Mina","Veres","Yue","Laville","Thane","17:31","Baldum","Hayate","Krixi","Tachi","Omen","Lorion","Aya","Eland'orr","Aoi","2","Tulen","Keera","Zip","Florentino"
"EVOS","BRUTD","2","11-March-2022","7:00:00 PM","RPL2022Summer","Thailand","Florentino","Eland'orr","Liliana","Wisp","Xeniel","13:56","Lumburr","Capheny","Iggy","Wukong","Riktor","Lorion","Mina","Keera","Tulen","3","Raz","Krixi","Omen","Aya"
"GCT","BAC","2","12-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Omen","Veres","Yue","Tel'Annas","Lumburr","15:10","Arthur","Elsu","Liliana","Tachi","Mina","Iggy","Hayate","Nakroth","Florentino","1","Keera","Slimz","Lorion","Aya"
"GCT","BAC","2","12-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Xeniel","Errol","Iggy","Hayate","Aya","18:33","Arum","Capheny","Lorion","Zanis","Zuka","Omen","Veres","Florentino","Keera","2","Roxie","Taara","Aoi","Eland'orr"
"GCT","BAC","2","12-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Mina","Aoi","Krixi","Laville","Baldum","15:13","Xeniel","Hayate","Yue","Volkath","Omen","Aya","Keera","Errol","Florentino","3","Tulen","Liliana","Eland'orr","Lorion"
"eA","TLN","2","12-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Superman","Errol","Iggy","Capheny","Riktor","24:13","Lumburr","Wisp","Liliana","Aoi","Zuka","Omen","Yue","Yena","Amily","1","Florentino","Skud","Lorion","Aya"
"eA","TLN","2","12-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Qi","Eland'orr","Tulen","Slimz","WonderWoman","14:54","Mina","Hayate","Zata","Tachi","Yena","Aya","Iggy","Krixi","Keera","2","Florentino","Elsu","Lorion","Omen"
"eA","TLN","2","12-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Omen","Veres","Annette","Hayate","Xeniel","16:41","Baldum","Capheny","Krixi","Kriknak","Amily","Florentino","Iggy","Eland'orr","Keera","3","Volkath","Aoi","Aya","Lorion"
"VCF","PSG","1","12-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Yena","LuBu","Liliana","Laville","Alice","18:12","Xeniel","TheJoker","Krixi","Eland'orr","Veres","Omen","Iggy","Skud","Florentino","1","Aoi","Ryoma","Yue","Aya"
"VCF","PSG","1","12-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Skud","Veres","Iggy","Elsu","Tachi","16:03","Peura","Laville","Lorion","LuBu","Roxie","Aya","Omen","Superman","Keera","2","Kil'Groth","Aoi","Mina","Florentino"
"VCF","PSG","1","12-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Florentino","Kriknak","Tulen","TheJoker","Xeniel","16:20","Lumburr","Elsu","Yue","Nakroth","Qi","Iggy","Liliana","Keera","Yena","3","Eland'orr","Aoi","Lorion","Aya"
"EVOS","eA","2","13-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Florentino","Eland'orr","Yue","Capheny","Thane","12:43","Xeniel","Laville","Lorion","Aoi","Yena","Omen","Iggy","Airi","TheJoker","1","Roxie","Lumburr","Elsu","Aya"
"EVOS","eA","1","13-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Amily","Kriknak","Krixi","Tel'Annas","Baldum","23:28","Maloch","Hayate","Annette","Keera","Riktor","Aya","Omen","Yue","Raz","2","Elsu","Yena","Aoi","Mina"
"EVOS","eA","2","13-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Zuka","Aoi","Iggy","Wisp","Lumburr","16:06","Thane","Capheny","Liliana","Eland'orr","Superman","Omen","Yue","TheJoker","Elsu","3","Mina","Riktor","Hayate","Aya"
"EVOS","eA","2","13-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Arthur","Keera","Tulen","Elsu","Alice","10:45","Zip","Celica","Iggy","Errol","Skud","Aya","Omen","Nakroth","Volkath","4","Airi","Riktor","Lorion","Mina"
"TLN","GCT","1","13-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Skud","Errol","Yue","Slimz","Toro","15:41","Kil'Groth","Elsu","Iggy","Aoi","Riktor","Omen","Lorion","Eland'orr","Florentino","1","Volkath","Keera","Hayate","Aya"
"TLN","GCT","1","13-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Yena","Eland'orr","Liliana","Capheny","Mina","10:22","Baldum","Laville","Lorion","Keera","Tachi","Omen","Skud","Veres","Roxie","2","Nakroth","Aoi","Elsu","Aya"
"TLN","GCT","1","13-March-2022","3:00:00 PM","RPL2022Summer","Thailand","Airi","Keera","Krixi","Elsu","Tachi","18:05","Lumburr","Slimz","Yue","Tulen","Florentino","Aya","Eland'orr","Nakroth","Hayate","3","Riktor","Ryoma","Lorion","Iggy"
"VCF","KOG","2","13-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Skud","Kriknak","Liliana","Elsu","Maloch","29:34","Mina","Slimz","Lorion","Volkath","Yena","Omen","Iggy","Superman","Eland'orr","1","Florentino","Keera","Yue","Aya"
"VCF","KOG","2","13-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Riktor","LuBu","Iggy","Capheny","Xeniel","13:52","Baldum","Laville","Ryoma","Tulen","Qi","Aya","Liliana","Hayate","Elsu","2","Eland'orr","Keera","Omen","Lorion"
"VCF","KOG","1","13-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Yena","Nakroth","Tulen","Hayate","Grakk","16:45","Alice","TheJoker","Yue","Airi","Amily","Aya","Iggy","LuBu","Aoi","3","Laville","Tachi","Omen","Volkath"
"VCF","KOG","1","13-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Omen","Eland'orr","Lorion","Tel'Annas","Thane","10:29","Roxie","Hayate","Krixi","Keera","Skud","Iggy","Florentino","Tachi","Errol","4","Alice","Zip","Yue","Aya"
"VCF","KOG","1","13-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Roxie","Ryoma","Krixi","Laville","Alice","15:16","Tachi","Capheny","Liliana","Eland'orr","Zuka","Aya","Iggy","Omen","Elsu","5","Keera","Mina","Yue","Florentino"
"GCT","PSG","2","17-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Riktor","Keera","Tachi","Celica","Zip","13:23","Peura","Capheny","Tulen","LuBu","Yena","Iggy","Omen","Aoi","Eland'orr","1","Florentino","Mina","Lorion","Aya"
"GCT","PSG","2","17-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Yena","Nakroth","Yue","Laville","Lumburr","16:05","Zip","Violet","Lorion","Aoi","Riktor","Aya","Omen","Tachi","Skud","2","LuBu","Liliana","Mina","Florentino"
"GCT","PSG","2","17-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Qi","Ryoma","Krixi","Hayate","Baldum","11:19","Xeniel","TheJoker","Iggy","Eland'orr","Florentino","Aya","Tachi","Keera","Nakroth","3","Aoi","Superman","Omen","Lorion"
"BAC","EVOS","1","17-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Riktor","Aoi","Lorion","Capheny","Lumburr","13:55","Tachi","Laville","Krixi","Veres","Skud","Omen","Eland'orr","Keera","Roxie","1","Florentino","Nakroth","Yue","Aya"
"BAC","EVOS","1","17-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Yena","Tachi","Liliana","Elsu","Peura","10:48","Zip","Tel'Annas","Ilumia","Nakroth","Superman","Omen","Lorion","Florentino","Riktor","2","Alice","Skud","Yue","Aya"
"BAC","EVOS","1","17-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Qi","Zuka","Iggy","Violet","Xeniel","17:50","Lumburr","Celica","Yue","Aoi","Florentino","Aya","Lorion","Hayate","Elsu","3","TheJoker","Volkath","Eland'orr","Omen"
"PSG","KOG","1","18-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Omen","Aoi","Yue","Elsu","Lumburr","15:35","Toro","Hayate","Krixi","Volkath","Amily","Mina","Florentino","Thane","Roxie","1","Eland'orr","Keera","Capheny","Aya"
"PSG","KOG","1","18-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Mina","Kriknak","Iggy","Hayate","Xeniel","14:18","Baldum","Slimz","Lorion","Eland'orr","Yena","Omen","Yue","Lumburr","Riktor","2","Nakroth","Keera","Superman","Aya"
"PSG","KOG","1","18-March-2022","4:00:00 PM","RPL2022Summer","Thailand","Skud","Nakroth","Krixi","Capheny","Zip","13:13","Riktor","Laville","WonderWoman","Tulen","Mina","Aya","Elsu","Florentino","Aoi","3","Keera","Alice","Eland'orr","Lorion"
"eA","BRUTD","1","18-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Yena","Kriknak","Liliana","Capheny","Xeniel","17:59","Tachi","Laville","Raz","Volkath","Florentino","Omen","Iggy","Aoi","Peura","1","Keera","Eland'orr","Lorion","Aya"
"eA","BRUTD","1","18-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Roxie","Zuka","Iggy","Elsu","Thane","17:33","Peura","Slimz","Krixi","Errol","Riktor","Mina","Lorion","Superman","Eland'orr","2","Keera","Aoi","Omen","Aya"
"eA","BRUTD","1","18-March-2022","6:00:00 PM","RPL2022Summer","Thailand","Omen","Errol","Lorion","TheJoker","Tachi","11:50","Zip","Tel'Annas","Liliana","Veres","Airi","Mina","Iggy","Eland'orr","Roxie","3","Keera","Aoi","Alice","Aya"
"TLN","KOG","1","19-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Skud","Aoi","Liliana","Hayate","Mina","16:20","Amily","Wisp","Krixi","Keera","Airi","Omen","Lorion","Florentino","Elsu","1","Volkath","Nakroth","Yue","Aya"
"TLN","KOG","1","19-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Yena","Kriknak","Iggy","Laville","Roxie","16:17","Lumburr","Hayate","Liliana","Skud","LuBu","Mina","Florentino","Superman","Aoi","2","Airi","Eland'orr","Omen","Aya"
"TLN","KOG","1","19-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Qi","Wukong","Tulen","Valhein","Tachi","17:33","Baldum","Eland'orr","Capheny","Raz","Yena","Iggy","Omen","Florentino","Xeniel","3","Ryoma","Airi","Lorion","Aya"
"EVOS","GCT","1","19-March-2022","2:30:00 PM","RPL2022Summer","Thailand","Skud","Eland'orr","Yue","Laville","Lumburr","16:58","Tachi","Elsu","Tulen","Kriknak","Yena","Omen","Iggy","Aoi","WonderWoman","1","Keera","Riktor","Lorion","Aya"
"EVOS","GCT","2","19-March-2022","2:30:00 PM","RPL2022Summer","Thailand","Kil'Groth","Aoi","Krixi","Capheny","Tachi","10:14","Lumburr","Laville","Lorion","Errol","Skud","Aya","Omen","Eland'orr","Amily","2","Nakroth","Keera","Mina","Florentino"
"EVOS","GCT","2","19-March-2022","2:30:00 PM","RPL2022Summer","Thailand","Yena","LuBu","Tulen","Violet","WonderWoman","09:33","Peura","Capheny","Iggy","Keera","Riktor","Aya","Omen","Aoi","Roxie","3","Nakroth","Xeniel","Florentino","Lorion"
"EVOS","GCT","2","19-March-2022","2:30:00 PM","RPL2022Summer","Thailand","Veres","Kriknak","Iggy","Elsu","Thane","15:32","Baldum","Wisp","Liliana","Nakroth","Qi","Omen","Eland'orr","Aoi","Volkath","4","Florentino","Keera","Lorion","Aya"
"eA","BAC","1","19-March-2022","5:00:00 PM","RPL2022Summer","Thailand","Yena","Keera","Iggy","Elsu","Alice","13:54","Peura","Laville","Lorion","Nakroth","Riktor","Omen","Yue","Roxie","Volkath","1","Aoi","Eland'orr","Hayate","Aya"
"eA","BAC","1","19-March-2022","5:00:00 PM","RPL2022Summer","Thailand","Roxie","Aoi","Krixi","Capheny","Xeniel","20:00","Tachi","Elsu","Liliana","Airi","Skud","Omen","Iggy","Alice","Superman","2","Riktor","Florentino","Hayate","Aya"
"eA","BAC","2","19-March-2022","5:00:00 PM","RPL2022Summer","Thailand","Skud","Errol","Liliana","Laville","Zip","15:22","Roxie","Capheny","Krixi","Aoi","Kil'Groth","Omen","Iggy","Mina","Xeniel","3","LuBu","Qi","Lorion","Aya"
"eA","BAC","2","19-March-2022","5:00:00 PM","RPL2022Summer","Thailand","Omen","Eland'orr","Tulen","Amily","Aya","11:44","Arum","TheJoker","Iggy","Butterfly","Yena","Mina","Florentino","Tel'Annas","Violet","4","Riktor","Tachi","Hayate","Lorion"
"eA","BAC","2","19-March-2022","5:00:00 PM","RPL2022Summer","Thailand","Riktor","Zuka","Annette","Wisp","Lumburr","15:56","Xeniel","Violet","Tulen","LuBu","Florentino","Aya","Eland'orr","WonderWoman","Volkath","5","Kriknak","Celica","Hayate","Lorion"
"BRUTD","GCT","1","20-March-2022","12:00:00 PM","RPL2022Summer","Thailand","LuBu","Veres","Liliana","Tel'Annas","Xeniel","16:47","Baldum","Capheny","Raz","Keera","Yena","Omen","Iggy","Eland'orr","Kriknak","1","Skud","Florentino","Lorion","Aya"
"BRUTD","GCT","1","20-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Roxie","Zuka","Lorion","Capheny","Zip","13:45","Xeniel","Laville","Iggy","Aoi","Omen","Aya","Superman","Kriknak","Eland'orr","2","Errol","Volkath","Mina","Florentino"
"BRUTD","GCT","1","20-March-2022","12:00:00 PM","RPL2022Summer","Thailand","Florentino","Kriknak","Iggy","Violet","Riktor","13:48","Tachi","Hayate","Yue","Wukong","Skud","Aya","Lorion","Thane","Lumburr","3","Keera","Aoi","Eland'orr","Omen"
"PSG","TLN","1","20-March-2022","2:30:00 PM","RPL2022Summer","Thailand","Veres","Slimz","Liliana","Riktor","Baldum","16:30","Grakk","Valhein","Tachi","Batman","Ormarr","Mganga","Jinnar","Zuka","Omen","1","Superman","Florentino","Elsu","Aya"
"PSG","TLN","2","20-March-2022","2:30:00 PM","RPL2022Summer","Thailand","Y'bneth","Wisp","DiaoChan","Omen","Volkath","09:30","Gildur","Fennik","Krixi","Errol","Mina","Florentino","Azzen'Ka","Hayate","Yorn","2","Xeniel","Eland'orr","Elsu","Aya"
"PSG","TLN","1","20-March-2022","2:30:00 PM","RPL2022Summer","Thailand","Errol","Fennik","Iggy","Krixi","Arum","15:25","Xeniel","Hayate","Veres","Qi","Tulen","Aya","Florentino","Omen","Toro","3","Mina","Gildur","Eland'orr","Elsu"
"PSG","TLN","2","20-March-2022","2:30:00 PM","RPL2022Summer","Thailand","Tel'Annas","Quillen","Lorion","Aoi","Zip","18:15","Amily","Violet","Lauriel","WonderWoman","Superman","Florentino","Volkath","LuBu","Skud","4","Yena","Max","Elsu","Aya"
"PSG","TLN","2","20-March-2022","2:30:00 PM","RPL2022Summer","Thailand","Florentino","Eland'orr","Tulen","Ryoma","Xeniel","12:40","Rouie","Bright","Yena","Zuka","TheFlash","Aya","Omen","Arum","Kriknak","5","Raz","Aleister","Mina","Superman"
"VCF","EVOS","1","20-March-2022","5:45:00 PM","RPL2022Summer","Thailand","Yena","Tulen","Lorion","Elsu","Thane","14:05","Roxie","Slimz","Krixi","Kriknak","Qi","Omen","Hayate","Laville","Volkath","1","Aoi","Keera","Xeniel","Aya"
