Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
BRUTD,BAC,1,1/29/2022,6:00:00 PM,RPL2022Summer,Thailand,Airi,Wukong,Krixi,Violet,Krizzix,17:44,Alice,TheJoker,Annette,Zill,Florentino,Aya,Tulen,Keera,Nakroth,4,Aoi,Eland'orr,Elsu,Iggy,NuNu
KOG,VCF,1,1/29/2022,3:00:00 PM,RPL2022Summer,Thailand,Amily,Nakroth,Lorion,Laville,Tachi,14:57,Riktor,Hayate,Liliana,Aoi,Florentino,Omen,Zip,LuBu,WonderWoman,1,Eland'orr,Keera,Tulen,Aya,DSL
KOG,VCF,1,1/29/2022,3:00:00 PM,RPL2022Summer,Thailand,Roxie,Butterfly,Iggy,Hayate,Alice,26:!0,Tachi,Capheny,Annette,Eland'orr,Superman,Lorion,Zip,Omen,Elsu,2,Yena,Mina,Tulen,Aya,PuPu
KOG,VCF,1,1/29/2022,3:00:00 PM,RPL2022Summer,Thailand,Florentino,Eland'orr,Liliana,TheJoker,WonderWoman,28:20,Roxie,Laville,Iggy,Keera,Ryoma,Lorion,Zip,Elsu,Krixi,3,Xeniel,Aoi,Tulen,Aya,Zeroz
EVOS,PSG,2,1/29/2022,12:00:00 PM,RPL2022Summer,Thailand,Mina,Eland'orr,Lorion,Capheny,Peura,13:15,Zip,Violet,Iggy,Kriknak,LuBu,Annette,Roxie,Hayate,Tel'Annas,1,Veres,Florentino,Tulen,Aya,FirstOne
EVOS,PSG,2,1/29/2022,12:00:00 PM,RPL2022Summer,Thailand,Riktor,Kriknak,Krixi,Laville,Roxie,11:40,Tachi,Elsu,Annette,Nakroth,Superman,Aya,Tulen,Mina,Florentino,2,Omen,Volkath,Iggy,Zip,Piper
EVOS,PSG,2,1/29/2022,12:00:00 PM,RPL2022Summer,Thailand,Florentino,Keera,Annette,TheJoker,Tachi,11:30,Xeniel,Hayate,Krixi,Eland'orr,Riktor,Lorion,Roxie,Hayate,Omen,3,Elsu,Zip,Tulen,Aya,FirstOne
BRUTD,EVOS,2,2/25/2022,4:00:00 PM,RPL2022Summer,Thailand,Skud,Kriknak,Lorion,Elsu,Tachi,13:28,Roxie,Laville,Krixi,Eland'orr,Amily,Omen,Hayate,Aoi,Florentino,1,Superman,Riktor,Yue,Aya,NuNu
BRUTD,EVOS,2,2/25/2022,4:00:00 PM,RPL2022Summer,Thailand,Kil'Groth,Aoi,Iggy,Violet,Thane,12:00,WonderWoman,TheJoker,Yue,LuBu,Riktor,Aya,Elsu,Hayate,Airi,2,Laville,Florentino,Eland'orr,Omen,KSSA
BRUTD,EVOS,1,2/25/2022,4:00:00 PM,RPL2022Summer,Thailand,Roxie,LuBu,Annette,Hayate,Baldum,16:47,Mina,Slimz,Lorion,Kriknak,Omen,Aya,Elsu,Keera,Nakroth,3,Qi,Tulen,Yue,Florentino,TeeNoise
BRUTD,EVOS,2,2/25/2022,4:00:00 PM,RPL2022Summer,Thailand,Superman,Tulen,WonderWoman,Laville,Maloch,18:03,Tachi,Elsu,Iggy,Keera,Veres,Florentino,Hayate,Airi,Skud,4,Eland'orr,Nakroth,Omen,Aya,Happy
VCF,TLN,2,2/25/2022,7:00:00 PM,RPL2022Summer,Thailand,Yena,Eland'orr,Yue,Laville,Xeniel,26:43,Lumburr,Elsu,Iggy,Kriknak,Airi,Omen,Liliana,Aoi,Keera,1,Skud,Florentino,Hayate,Aya,MOOP
VCF,TLN,2,2/25/2022,7:00:00 PM,RPL2022Summer,Thailand,Omen,Veres,Liliana,Elsu,Mina,26:56,Baldum,Wisp,Raz,Errol,Tachi,Aya,Yue,Roxie,Amily,2,Keera,Aoi,Hayate,Florentino,Difoxn
VCF,TLN,2,2/25/2022,7:00:00 PM,RPL2022Summer,Thailand,Qi,Keera,WonderWoman,TheJoker,Aya,19:22,Mina,Hayate,Krixi,Eland'orr,Superman,Omen,Yue,Skud,Roxie,3,Ryoma,Taara,Amily,Aoi,MOOP
PSG,GCT,2,2/26/2022,12:00:00 PM,RPL2022Summer,Thailand,Skud,LuBu,Lorion,Capheny,Lumburr,16:20,Xeniel,Laville,Liliana,Aoi,Kil'Groth,Omen,Florentino,Mina,Superman,1,Nakroth,Qi,Elsu,Aya,Innocent
PSG,GCT,1,2/26/2022,12:00:00 PM,RPL2022Summer,Thailand,Mina,Aoi,Ilumia,Hayate,Xeniel,13:43,Lumburr,Elsu,Iggy,Nakroth,Omen,Aya,Lorion,Eland'orr,Tulen,2,Tachi,Krixi,Florentino,Liliana,FirstOne
PSG,GCT,1,2/26/2022,12:00:00 PM,RPL2022Summer,Thailand,Superman,Tulen,Iggy,Elsu,Baldum,17:49,Riktor,Slimz,Yue,LuBu,Yena,Lorion,Hayate,Keera,Paine,3,Alice,Nakroth,Omen,Aya,Getsrch
PSG,GCT,1,2/26/2022,12:00:00 PM,RPL2022Summer,Thailand,Yena,Keera,Zata,Laville,Tachi,14:29,Mina,Hayate,WonderWoman,Tulen,Florentino,Aya,Lorion,Alice,Roxie,4,Riktor,Qi,Liliana,Eland'orr,Isilindilz
EVOS,VCF,2,2/26/2022,3:00:00 PM,RPL2022Summer,Thailand,Superman,LuBu,Lorion,Hayate,Tachi,13:29,Lumburr,Capheny,Yue,Aoi,Yena,Omen,Florentino,Riktor,Laville,1,WonderWoman,Eland'orr,Elsu,Aya,QQ
EVOS,VCF,1,2/26/2022,3:00:00 PM,RPL2022Summer,Thailand,Kil'Groth,Tulen,Raz,Elsu,Thane,26:53,Alice,Laville,Liliana,Nakroth,Riktor,Aya,Lorion,Eland'orr,Florentino,2,Skud,Aoi,Yue,Omen,Kirito
EVOS,VCF,2,2/26/2022,3:00:00 PM,RPL2022Summer,Thailand,Omen,Veres,Krixi,Slimz,Baldum,10:49,Xeniel,Tel'Annas,Lorion,Sinestrea,Mina,Florentino,Hayate,Keera,Tachi,3,Kriknak,Aoi,Yue,Aya,SRY
EVOS,VCF,2,2/26/2022,3:00:00 PM,RPL2022Summer,Thailand,Zuka,Eland'orr,Annette,Violet,Lumburr,17:29,Roxie,Wisp,Ryoma,Tulen,WonderWoman,Aya,Elsu,TheJoker,Omen,4,Riktor,Skud,Liliana,Yue,Pichu
BRUTD,TLN,2,2/26/2022,6:00:00 PM,RPL2022Summer,Thailand,Kil'Groth,Aoi,Iggy,Elsu,Thane,21:19,Lumburr,Laville,Ilumia,Kriknak,Skud,Omen,Superman,Eland'orr,Keera,1,Tachi,Florentino,Hayate,Aya,IpodPro
BRUTD,TLN,2,2/26/2022,6:00:00 PM,RPL2022Summer,Thailand,Superman,WonderWoman,Raz,Laville,Alice,11:18,Roxie,Hayate,Liliana,Aoi,Yena,Aya,Mina,Riktor,Airi,2,Keera,Eland'orr,Florentino,Omen,IpodPro
BRUTD,TLN,1,2/26/2022,6:00:00 PM,RPL2022Summer,Thailand,Mina,Butterfly,Tulen,TheJoker,Maloch,16:12,Tachi,Wisp,Krixi,Eland'orr,Superman,Aya,Elsu,Florentino,LuBu,3,Violet,Ryoma,Hayate,Omen,Overfly
BRUTD,TLN,1,2/26/2022,6:00:00 PM,RPL2022Summer,Thailand,Yena,Keera,Lorion,Violet,Tachi,13:46,Maloch,Capheny,Tulen,WonderWoman,Airi,Yue,Elsu,LuBu,Alice,4,Roxie,Omen,Hayate,Aya,KSSA
BRUTD,TLN,2,2/26/2022,6:00:00 PM,RPL2022Summer,Thailand,Roxie,Kriknak,Krixi,Wisp,Krizzix,19:38,Baldum,Celica,Yue,Keera,Omen,Elsu,Mina,TheJoker,Alice,5,Xeniel,Lumburr,Eland'orr,Aya,MOOP
KOG,GCT,2,2/27/2022,12:00:00 PM,RPL2022Summer,Thailand,Airi,WonderWoman,Liliana,Laville,Lumburr,15:00,Mina,Elsu,Tachi,Keera,Yena,Omen,Yue,Florentino,Skud,1,Eland'orr,Aoi,Tulen,Aya,Innocent
KOG,GCT,1,2/27/2022,12:00:00 PM,RPL2022Summer,Thailand,Florentino,LuBu,Iggy,Hayate,Tachi,14:04,Lumburr,Laville,Lorion,Aoi,Omen,Aya,Yue,Eland'orr,Alice,2,Xeniel,Mina,Tulen,Keera,Ormson
KOG,GCT,1,2/27/2022,12:00:00 PM,RPL2022Summer,Thailand,Veres,Aoi,Yue,Capheny,Roxie,17:56,Riktor,TheJoker,Liliana,Skud,Qi,Iggy,Hayate,Eland'orr,Florentino,3,Kil'Groth,Omen,Keera,Aya,PuPu
KOG,GCT,1,2/27/2022,12:00:00 PM,RPL2022Summer,Thailand,Omen,Tulen,Lorion,Slimz,Mina,22:56,Baldum,Capheny,Iggy,Nakroth,Superman,Hayate,Yue,Florentino,Alice,4,Yena,Elsu,Keera,Aya,PuPu
PSG,BAC,2,2/27/2022,6:00:00 PM,RPL2022Summer,Thailand,Skud,Keera,Iggy,Capheny,Mina,12:12,Tachi,Laville,Krixi,Nakroth,Yena,Elsu,Omen,Xeniel,Alice,1,Florentino,Aoi,Lorion,Aya,TaoX
PSG,BAC,2,2/27/2022,6:00:00 PM,RPL2022Summer,Thailand,Kil'Groth,Aoi,Zata,Laville,Xeniel,13:55,Lumburr,Hayate,Lorion,WonderWoman,Skud,Aya,Elsu,Eland'orr,LuBu,2,Riktor,Florentino,Tachi,Omen,Kimsensei
PSG,BAC,2,2/27/2022,6:00:00 PM,RPL2022Summer,Thailand,LuBu,Eland'orr,Yue,TheJoker,Zip,14:50,Veres,Violet,Iggy,Wukong,Omen,Aya,Elsu,Xeniel,Alice,3,Superman,Roxie,Florentino,Lorion,Kimsensei
BAC,TLN,1,2/28/2022,7:00:00 PM,RPL2022Summer,Thailand,Skud,Eland'orr,Yue,Slimz,Lumburr,27:52,Xeniel,Elsu,Raz,Aoi,Wukong,Omen,Iggy,Lorion,Florentino,1,WonderWoman,LuBu,Aya,Tachi,MarkKy
BAC,TLN,1,2/28/2022,7:00:00 PM,RPL2022Summer,Thailand,Yena,Nakroth,Lorion,Capheny,Xeniel,14:07,Amily,Violet,Liliana,Sinestrea,Veres,Omen,Eland'orr,Kriknak,Keera,2,Aoi,Florentino,Tachi,Aya,Moowan
BAC,TLN,2,2/28/2022,7:00:00 PM,RPL2022Summer,Thailand,Riktor,Tachi,Iggy,Violet,Alice,23:03,Arthur,Hayate,WonderWoman,Tulen,Yena,Omen,Lorion,Florentino,Nakroth,3,Keera,TheJoker,Elsu,Aya,NTNz
BAC,TLN,1,2/28/2022,7:00:00 PM,RPL2022Summer,Thailand,Zuka,Veres,Krixi,Elsu,Arum,14:28,Taara,Wisp,Aya,Keera,Superman,Yue,Lorion,TheJoker,Laville,4,Florentino,Aoi,Hayate,Omen,AlmondP
PSG,EVOS,2,3/1/2022,7:00:00 PM,RPL2022Summer,Thailand,Omen,Kriknak,Lorion,Capheny,Peura,14:47,Roxie,Laville,Krixi,Butterfly,Skud,Florentino,Mina,LuBu,Superman,1,Lumburr,Tachi,Aya,Yue,Acapae
PSG,EVOS,1,3/1/2022,7:00:00 PM,RPL2022Summer,Thailand,Superman,LuBu,Iggy,Laville,Lumburr,17:26,Tachi,Elsu,Liliana,Nakroth,Yena,Lorion,Omen,Riktor,Florentino,2,Eland'orr,Aoi,Aya,Yue,FirstOne
PSG,EVOS,1,3/1/2022,7:00:00 PM,RPL2022Summer,Thailand,Mina,Aoi,Krixi,Tel'Annas,Zip,11:41,Baldum,Hayate,Iggy,Eland'orr,Riktor,Aya,Omen,Qi,LuBu,3,Yena,Elsu,Florentino,Yue,Getsrch
PSG,EVOS,1,3/1/2022,7:00:00 PM,RPL2022Summer,Thailand,Zuka,Keera,Aleister,Hayate,Tachi,30:38,Xeniel,Capheny,Tulen,Florentino,Superman,Omen,Lorion,TheJoker,Aoi,4,Annette,Liliana,Yue,Aya,Isilindilz
VCF,eA,1,3/3/2022,4:00:00 PM,RPL2022Summer,Thailand,Yena,Eland'orr,Liliana,Capheny,Lumburr,17:26,Tachi,Hayate,Raz,Volkath,Qi,Omen,Elsu,Butterfly,Mina,1,Florentino,TheJoker,Yue,Aya,NBank
VCF,eA,2,3/3/2022,4:00:00 PM,RPL2022Summer,Thailand,Superman,Tachi,Krixi,Laville,Alice,12:13,Xeniel,Elsu,Lorion,Eland'orr,Florentino,Aya,Yue,Aoi,Keera,2,Volkath,Kil'Groth,Iggy,Omen,Littleboyz
VCF,eA,1,3/3/2022,4:00:00 PM,RPL2022Summer,Thailand,Riktor,Kriknak,Iggy,Wisp,Xeniel,16:00,Baldum,Slimz,Liliana,Nakroth,Amily,Aya,Omen,Yena,Airi,3,Keera,Aoi,Mina,Florentino,QQ
VCF,eA,1,3/3/2022,4:00:00 PM,RPL2022Summer,Thailand,Roxie,Aoi,Kahlii,Hayate,Thane,15:06,Lumburr,Capheny,Yue,Keera,Yena,Aya,Tulen,WonderWoman,LuBu,4,Zata,Raz,Lorion,Omen,QQ
BRUTD,KOG,1,3/3/2022,7:00:00 PM,RPL2022Summer,Thailand,Superman,Aoi,Lorion,TheJoker,Alice,14:52,Lumburr,Elsu,Iggy,Eland'orr,Amily,Omen,Florentino,Skud,Riktor,1,Capheny,Laville,Yue,Aya,NuNu
BRUTD,KOG,2,3/3/2022,7:00:00 PM,RPL2022Summer,Thailand,Mina,LuBu,Liliana,Capheny,Xeniel,14:17,Baldum,Laville,Lorion,Keera,Veres,Omen,Roxie,Florentino,Thane,2,Nakroth,Eland'orr,Elsu,Aya,Kaito
BRUTD,KOG,2,3/3/2022,7:00:00 PM,RPL2022Summer,Thailand,Omen,Tachi,Krixi,Hayate,Grakk,16:36,Alice,Capheny,WonderWoman,Tulen,Airi,Aya,Yue,Florentino,Mina,3,Keera,Eland'orr,Elsu,Iggy,Kaito
BRUTD,KOG,1,3/3/2022,7:00:00 PM,RPL2022Summer,Thailand,Airi,Eland'orr,Raz,Violet,Roxie,13:28,Tachi,Hayate,Liliana,Nakroth,Yena,Aya,Yue,Butterfly,Wukong,4,Amily,Florentino,Elsu,Iggy,TheWorlds
BRUTD,KOG,1,3/3/2022,7:00:00 PM,RPL2022Summer,Thailand,Yena,Keera,Tulen,Laville,Zip,12:02,Xeniel,Violet,Annette,Wukong,Florentino,Aya,Yue,Aoi,Skud,5,Lumburr,Baldum,Elsu,Iggy,TheWorlds
GCT,VCF,2,3/4/2022,4:00:00 PM,RPL2022Summer,Thailand,Omen,Tachi,Yue,Slimz,Alice,17:29,Thane,Elsu,Iggy,Aoi,Mina,Florentino,Hayate,Xeniel,Tulen,1,Superman,Keera,Lorion,Aya,QQ
GCT,VCF,1,3/4/2022,4:00:00 PM,RPL2022Summer,Thailand,Florentino,Keera,Liliana,Laville,Amily,19:02,Tachi,Violet,Lorion,Tulen,Yena,Aya,Yue,Eland'orr,Nakroth,2,Xeniel,Roxie,Iggy,Elsu,NongBoy
GCT,VCF,1,3/4/2022,4:00:00 PM,RPL2022Summer,Thailand,Yena,Errol,Iggy,Elsu,Baldum,16:32,Xeniel,Laville,Krixi,Eland'orr,LuBu,Omen,Florentino,Liliana,Superman,3,Roxie,Veres,Lorion,Aya,Innocent
GCT,VCF,2,3/4/2022,4:00:00 PM,RPL2022Summer,Thailand,Riktor,Aoi,Raz,Tel'Annas,Xeniel,21:05,Lumburr,Capheny,Liliana,Errol,Skud,Florentino,Omen,Keera,Kriknak,4,Kil'Groth,Eland'orr,Lorion,Aya,NBank
GCT,VCF,2,3/4/2022,4:00:00 PM,RPL2022Summer,Thailand,Mina,Tulen,Krixi,Hayate,Krizzix,26:14,Baldum,Wisp,Yue,Nakroth,Omen,Florentino,Keera,Kriknak,Veres,5,Roxie,Lumburr,Lorion,Aya,QQ
EVOS,TLN,2,3/4/2022,7:00:00 PM,RPL2022Summer,Thailand,Skud,Murad,Yue,Hayate,Lumburr,20:33,Tachi,Capheny,Lorion,Errol,Yena,Omen,Iggy,Aoi,Nakroth,1,Keera,Eland'orr,Elsu,Aya,MOOP
EVOS,TLN,2,3/4/2022,7:00:00 PM,RPL2022Summer,Thailand,Airi,Tulen,Liliana,Elsu,Tachi,14:11,Roxie,Laville,Iggy,Nakroth,Riktor,Aya,Yue,Aoi,Eland'orr,2,Superman,Keera,Florentino,Omen,NTNz
EVOS,TLN,2,3/4/2022,7:00:00 PM,RPL2022Summer,Thailand,Amily,Veres,Krixi,Laville,Xeniel,13:39,Baldum,Tel'Annas,DiaoChan,Kriknak,Zuka,Aya,Yue,Aoi,Eland'orr,3,Superman,Keera,Florentino,Omen,NTNz
KOG,EVOS,2,3/5/2022,3:00:00 PM,RPL2022Summer,Thailand,Ryoma,Nakroth,Lorion,Laville,Roxie,17:22,WonderWoman,Elsu,Liliana,Eland'orr,Riktor,Omen,Iggy,Florentino,Mina,1,Yena,Butterfly,Yue,Aya,MONZ
KOG,EVOS,1,3/5/2022,3:00:00 PM,RPL2022Summer,Thailand,Airi,Eland'orr,Liliana,Wisp,Amily,12:41,Maloch,Hayate,Lorion,Ryoma,Florentino,Aya,Yue,Butterfly,Xeniel,2,Yena,Elsu,Omen,Iggy,PuPu
KOG,EVOS,1,3/5/2022,3:00:00 PM,RPL2022Summer,Thailand,Mina,Aoi,Iggy,Elsu,Lumburr,13:53,Roxie,Laville,Krixi,Tulen,Airi,Omen,Superman,Keera,Nakroth,3,Yena,Florentino,Yue,Aya,Kaito
KOG,EVOS,1,3/5/2022,3:00:00 PM,RPL2022Summer,Thailand,Skud,Tulen,WonderWoman,Slimz,Volkath,11:33,Baldum,Tel'Annas,Yue,Keera,Qi,Aya,Omen,Superman,Amily,4,Raz,Alice,Hayate,Florentino,PuPu
BAC,BRUTD,1,3/5/2022,6:00:00 PM,RPL2022Summer,Thailand,Zuka,Volkath,Yue,Slimz,Lumburr,14:30,Alice,Elsu,Kahlii,Zephys,Superman,Omen,Iggy,Keera,Nakroth,1,Yena,Riktor,Aoi,Aya,AlmondP
BAC,BRUTD,1,3/5/2022,6:00:00 PM,RPL2022Summer,Thailand,Yena,Nakroth,Lorion,Capheny,Xeniel,11:34,Zip,Hayate,Iggy,Aoi,Arthur,Omen,Yue,Florentino,Tachi,2,Eland'orr,LuBu,Elsu,Aya,Kimsensei
BAC,BRUTD,1,3/5/2022,6:00:00 PM,RPL2022Summer,Thailand,Riktor,Wukong,Liliana,Wisp,Tachi,34:23,Roxie,Laville,Yue,Eland'orr,Skud,Lorion,Omen,Yena,Raz,3,Alice,Ryoma,Hayate,Aya,AlmondP
KOG,eA,2,3/6/2022,3:00:00 PM,RPL2022Summer,Thailand,Skud,Keera,Lorion,Capheny,Lumburr,18:20,Baldum,Slimz,Krixi,Eland'orr,Yena,Omen,Iggy,Qi,Riktor,1,Butterfly,Mina,Yue,Aya,Ligky
KOG,eA,2,3/6/2022,3:00:00 PM,RPL2022Summer,Thailand,Amily,Aoi,Liliana,Slimz,Ormarr,10:59,WonderWoman,Capheny,Raz,Errol,Airi,Aya,Lorion,Keera,Nakroth,2,Alice,Xeniel,Iggy,Omen,Littleboyz
KOG,eA,2,3/6/2022,3:00:00 PM,RPL2022Summer,Thailand,Riktor,Zuka,Iggy,Hayate,Baldum,23:34,Xeniel,Wisp,Liliana,Aoi,Qi,Keera,Omen,Florentino,Elsu,3,LuBu,Nakroth,Eland'orr,Aya,Gabrielz
eA,PSG,2,3/7/2022,7:00:00 PM,RPL2022Summer,Thailand,Qi,Kriknak,Lorion,Elsu,Thane,13:03,Xeniel,TheJoker,Krixi,Eland'orr,Skud,Omen,Yue,Laville,Florentino,1,Mina,Volkath,Aoi,Aya,Getsrch
eA,PSG,2,3/7/2022,7:00:00 PM,RPL2022Summer,Thailand,Skud,Errol,Raz,Hayate,Xeniel,14:21,Zip,Tel'Annas,Iggy,Aoi,Omen,Aya,Elsu,Lorion,Tulen,2,Annette,Liliana,Mina,Florentino,FirstOne
eA,PSG,2,3/7/2022,7:00:00 PM,RPL2022Summer,Thailand,Riktor,Keera,Liliana,Wisp,Roxie,12:16,Peura,Capheny,Lorion,Nakroth,Mina,Aya,Elsu,Yena,LuBu,3,Superman,Airi,Aoi,Omen,Piper
PSG,BRUTD,1,3/8/2022,7:00:00 PM,RPL2022Summer,Thailand,Omen,Keera,Lorion,Capheny,Peura,13:35,Baldum,TheJoker,Liliana,Eland'orr,Florentino,Iggy,Mina,Xeniel,Zip,1,Alice,Tulen,Yue,Aya,NorNun
PSG,BRUTD,1,3/8/2022,7:00:00 PM,RPL2022Summer,Thailand,Florentino,Eland'orr,Krixi,TheJoker,Tachi,14:52,Arum,Violet,Tulen,WonderWoman,Airi,Lorion,Elsu,Alice,Lumburr,2,Roxie,Xeniel,Mina,Aya,NorNun
PSG,BRUTD,2,3/8/2022,7:00:00 PM,RPL2022Summer,Thailand,Veres,Aoi,Aya,Elsu,Amily,26:18,Lumburr,Laville,Yue,Tachi,LuBu,Lorion,Omen,Skud,Qi,3,Taara,Roxie,Iggy,Mina,NuNu
PSG,BRUTD,2,3/8/2022,7:00:00 PM,RPL2022Summer,Thailand,Superman,Skud,Ilumia,Hayate,Xeniel,13:08,Zip,Slimz,Iggy,Veres,Riktor,Omen,Lorion,Amily,Keera,4,Zata,Nakroth,Tulen,Mina,NuNu
PSG,BRUTD,1,3/8/2022,7:00:00 PM,RPL2022Summer,Thailand,Yena,LuBu,Iggy,Tel'Annas,Zip,14:47,Alice,Hayate,Annette,Keera,Omen,Lorion,Aoi,Krixi,Zata,5,Nakroth,Tulen,Mina,Yue,Getsrch
GCT,eA,2,3/10/2022,4:00:00 PM,RPL2022Summer,Thailand,Riktor,Errol,Lorion,Laville,Peura,12:47,Zip,Capheny,Iggy,Aoi,Yena,Florentino,Hayate,Keera,Baldum,1,Xeniel,Eland'orr,Omen,Aya,Happybibi
GCT,eA,1,3/10/2022,4:00:00 PM,RPL2022Summer,Thailand,Yena,Keera,Tachi,Elsu,Thane,16:21,Lumburr,Violet,Liliana,Volkath,Skud,Aya,Lorion,Laville,Hayate,2,Yue,WonderWoman,Iggy,Omen,Innocent
GCT,eA,2,3/10/2022,4:00:00 PM,RPL2022Summer,Thailand,Ryoma,Tulen,Iggy,Hayate,Mina,18:54,Xeniel,Elsu,Krixi,Errol,Airi,Lorion,Florentino,Keera,Nakroth,3,Eland'orr,Superman,Omen,Aya,Gabrielz
GCT,eA,2,3/10/2022,4:00:00 PM,RPL2022Summer,Thailand,Florentino,Airi,Yue,Slimz,Xeniel,17:01,Maloch,Hayate,Lorion,Tulen,Riktor,Eland'orr,Keera,Nakroth,Kriknak,4,Capheny,Aoi,Omen,Aya,Ligky
TLN,VCF,2,3/10/2022,7:00:00 PM,RPL2022Summer,Thailand,Qi,Volkath,Krixi,Slimz,Tachi,14:16,Thane,Elsu,Iggy,Eland'orr,Yena,Omen,Lorion,Florentino,Aoi,1,Skud,Keera,Tulen,Aya,QQ
TLN,VCF,1,3/10/2022,7:00:00 PM,RPL2022Summer,Thailand,Superman,Veres,Annette,Celica,Lumburr,24:51,Xeniel,Wisp,Liliana,WonderWoman,Airi,Aya,Lorion,Florentino,Volkath,2,Yena,Eland'orr,Elsu,Omen,Erez
TLN,VCF,1,3/10/2022,7:00:00 PM,RPL2022Summer,Thailand,Mina,Kriknak,Lorion,Hayate,Roxie,12:10,Lumburr,Capheny,Yue,Tulen,Amily,Omen,Florentino,Superman,Keera,3,Aoi,Yena,Elsu,Aya,MOOP
TLN,VCF,2,3/10/2022,7:00:00 PM,RPL2022Summer,Thailand,Yena,Nakroth,Yue,Capheny,Amily,30:19,Riktor,Laville,Kahlii,Aoi,Roxie,Lorion,Omen,LuBu,Skud,4,Keera,Eland'orr,Elsu,Aya,Pichu
TLN,VCF,1,3/10/2022,7:00:00 PM,RPL2022Summer,Thailand,Florentino,Errol,Iggy,Laville,Omen,17:11,Baldum,Tel'Annas,Krixi,Keera,Qi,Lorion,Hayate,Zuka,Mina,5,Tulen,Aoi,Elsu,Aya,MOOP
BAC,KOG,1,3/11/2022,4:00:00 PM,RPL2022Summer,Thailand,Zuka,Volkath,Lorion,Capheny,Peura,15:50,Ormarr,Hayate,Iggy,Veres,Superman,Omen,Eland'orr,Roxie,Florentino,1,Aoi,Keera,Yue,Aya,Moowan
BAC,KOG,1,3/11/2022,4:00:00 PM,RPL2022Summer,Thailand,Riktor,Nakroth,Yue,Elsu,Lumburr,16:30,Alice,Laville,WonderWoman,Tulen,Yena,Omen,Lorion,Roxie,Volkath,2,Aoi,Mina,Superman,Aya,MarkKy
BAC,KOG,1,3/11/2022,4:00:00 PM,RPL2022Summer,Thailand,Roxie,Tulen,WonderWoman,Laville,Tachi,13:14,Baldum,Elsu,Krixi,Florentino,Airi,Omen,Keera,Eland'orr,Xeniel,3,Raz,Liliana,Superman,Aya,AlmondP
EVOS,BRUTD,2,3/11/2022,7:00:00 PM,RPL2022Summer,Thailand,Yena,Nakroth,Lorion,Capheny,Tachi,12:49,Zip,Tel'Annas,Yue,Kriknak,Airi,Omen,Iggy,Skud,Aoi,1,Alice,Eland'orr,Superman,Aya,NuNu
EVOS,BRUTD,2,3/11/2022,7:00:00 PM,RPL2022Summer,Thailand,Mina,Veres,Yue,Laville,Thane,17:31,Baldum,Hayate,Krixi,Tachi,Omen,Lorion,Aya,Eland'orr,Aoi,2,Tulen,Keera,Zip,Florentino,TheWorlds
EVOS,BRUTD,2,3/11/2022,7:00:00 PM,RPL2022Summer,Thailand,Florentino,Eland'orr,Liliana,Wisp,Xeniel,13:56,Lumburr,Capheny,Iggy,Wukong,Riktor,Lorion,Mina,Keera,Tulen,3,Raz,Krixi,Omen,Aya,TheWorlds
GCT,BAC,2,3/12/2022,12:00:00 PM,RPL2022Summer,Thailand,Omen,Veres,Yue,Tel'Annas,Lumburr,15:10,Arthur,Elsu,Liliana,Tachi,Mina,Iggy,Hayate,Nakroth,Florentino,1,Keera,Slimz,Lorion,Aya,Kimsensei
GCT,BAC,2,3/12/2022,12:00:00 PM,RPL2022Summer,Thailand,Xeniel,Errol,Iggy,Hayate,Aya,18:33,Arum,Capheny,Lorion,Zanis,Zuka,Omen,Veres,Florentino,Keera,2,Roxie,Taara,Aoi,Eland'orr,MarkKy
GCT,BAC,2,3/12/2022,12:00:00 PM,RPL2022Summer,Thailand,Mina,Aoi,Krixi,Laville,Baldum,15:13,Xeniel,Hayate,Yue,Volkath,Omen,Aya,Keera,Errol,Florentino,3,Tulen,Liliana,Eland'orr,Lorion,Moowan
eA,TLN,2,3/12/2022,3:00:00 PM,RPL2022Summer,Thailand,Superman,Errol,Iggy,Capheny,Riktor,24:13,Lumburr,Wisp,Liliana,Aoi,Zuka,Omen,Yue,Yena,Amily,1,Florentino,Skud,Lorion,Aya,Difoxn
eA,TLN,2,3/12/2022,3:00:00 PM,RPL2022Summer,Thailand,Qi,Eland'orr,Tulen,Slimz,WonderWoman,14:54,Mina,Hayate,Zata,Tachi,Yena,Aya,Iggy,Krixi,Keera,2,Florentino,Elsu,Lorion,Omen,NTNz
eA,TLN,2,3/12/2022,3:00:00 PM,RPL2022Summer,Thailand,Omen,Veres,Annette,Hayate,Xeniel,16:41,Baldum,Capheny,Krixi,Kriknak,Amily,Florentino,Iggy,Eland'orr,Keera,3,Volkath,Aoi,Aya,Lorion,Difoxn
VCF,PSG,1,3/12/2022,6:00:00 PM,RPL2022Summer,Thailand,Yena,LuBu,Liliana,Laville,Alice,18:12,Xeniel,TheJoker,Krixi,Eland'orr,Veres,Omen,Iggy,Skud,Florentino,1,Aoi,Ryoma,Yue,Aya,NBank
