Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29
PSG,BRU,2,9/23/2023,6:00:00 PM,RPL2023Winter,Thailand,Qi,Yan,Zata,TheJoker,Lumburr,18:02,Xeniel,Violet,Liliana,WonderWoman,Yena,Rouie,Aya,Taara,Zill,3,Keera,Y'bneth,Skud,Elsu,R,NuNu
KOG,BHD,1,9/24/2023,12:00:00 PM,RPL2023Winter,Thailand,Yena,Yan,Mganga,Mina,Aya,18:39,Chaugnar,Capheny,Ignis,Eland'orr,Taara,Florentino,Aoi,Omen,Maloch,1,Murad,TheJoker,Rouie,Elsu,B,DCMAC
KOG,BHD,2,9/24/2023,12:00:00 PM,RPL2023Winter,Thailand,Qi,Tachi,Rouie,Hayate,Xeniel,17:21,Kaine,Wisp,Zata,Aoi,Skud,Aya,Florentino,Ryoma,TeeMee,2,Thane,Y'bneth,Taara,Elsu,B,1S1K
KOG,BHD,1,9/24/2023,12:00:00 PM,RPL2023Winter,Thailand,Omen,Zill,Iggy,Violet,Y'bneth,15:42,Murad,Elsu,Liliana,Keera,Yena,Aya,Rouie,Mina,Roxie,3,Thane,Aoi,Florentino,Helen,R,PuPu
KOG,BHD,2,9/24/2023,12:00:00 PM,RPL2023Winter,Thailand,Ryoma,Aoi,Liliana,Valhein,TeeMee,20:36,Y'bneth,TheJoker,Yue,WonderWoman,Florentino,Aya,Rouie,Xeniel,Omen,4,Zata,Tulen,Eland'orr,Elsu,B,Fakeplayz
KOG,BHD,2,9/24/2023,12:00:00 PM,RPL2023Winter,Thailand,Skud,Kriknak,Zata,Teeri,Zip,10:04,Thane,Violet,Iggy,Yan,Ryoma,Aya,Omen,Xeniel,TeeMee,5,Krizzix,Baldum,Eland'orr,Florentino,R,Fakeplayz
eA,BRU,1,9/24/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Eland'orr,Tulen,Capheny,Rouie,17:40,Aya,Hayate,Lorion,Aoi,Yena,Zata,Mganga,Krixi,Ryoma,1,Arum,TheJoker,Taara,Elsu,B,MOOP
eA,BRU,2,9/24/2023,3:00:00 PM,RPL2023Winter,Thailand,Yena,Paine,Iggy,Teeri,Thane,10:15,Helen,Valhein,Mganga,Keera,Florentino,Elsu,Rouie,Skud,Kaine,2,WonderWoman,Aoi,Zata,Omen,R,KSSA
eA,BRU,2,9/24/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,Kriknak,Liliana,Valhein,TeeMee,13:27,Thane,Violet,Iggy,Eland'orr,Ryoma,Elsu,Rouie,Y'bneth,Kaine,3,Keera,Aoi,Aya,Omen,R,NuNu
eA,BRU,2,9/24/2023,3:00:00 PM,RPL2023Winter,Thailand,Kaine,Yan,Zata,Elsu,Cresht,17:28,Y'bneth,TheJoker,Yue,Sinestrea,Skud,Mina,Rouie,Xeniel,TeeMee,4,Keera,Florentino,Omen,Aya,B,NuNu
BAC,TLN,2,9/24/2023,6:00:00 PM,RPL2023Winter,Thailand,Florentino,Nakroth,Ignis,Yena,Aya,16:41,Taara,Violet,Mganga,Zuka,Murad,Aoi,Helen,Eland'orr,Keera,1,Yan,Maloch,Elsu,Rouie,B,IPogPro
BAC,TLN,2,9/24/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,Tachi,Raz,Hayate,Maloch,18:57,Rouie,Wisp,Tulen,Yan,Skud,Elsu,Eland'orr,Valhein,Slimz,2,Keera,Sinestrea,Aoi,Kaine,R,IPogPro
BAC,TLN,2,9/24/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Yan,Lorion,Elsu,Taara,14:51,Helen,Capheny,Yue,Keera,Omen,Aoi,Valhein,Eland'orr,Florentino,3,Murad,Y'bneth,Iggy,Rouie,B,NTNz
eA,PSG,1,9/28/2023,4:00:00 PM,RPL2023Winter,Thailand,Florentino,WonderWoman,Yue,Taara,Aya,17:25,Maloch,Valhein,Krixi,Keera,Skud,Zata,Mganga,Helen,Chaugnar,1,Nakroth,Eland'orr,Rouie,Elsu,B,Gabrielz
eA,PSG,2,9/28/2023,4:00:00 PM,RPL2023Winter,Thailand,Ryoma,Keera,Tulen,TheJoker,Thane,25:52,Y'bneth,Violet,Iggy,WonderWoman,Riktor,Aya,Omen,TeeMee,Xeniel,2,Liliana,Zata,Rouie,Elsu,B,JDai
eA,PSG,1,9/28/2023,4:00:00 PM,RPL2023Winter,Thailand,Riktor,Kriknak,Mganga,Violet,TeeMee,20:33,Rouie,TheJoker,Lorion,Zuka,Ryoma,Elsu,Aya,Yan,Taara,3,Aoi,Zill,Skud,Zata,R,Ligky
eA,PSG,2,9/28/2023,4:00:00 PM,RPL2023Winter,Thailand,Yena,Sinestrea,Liliana,Capheny,Cresht,10:47,Xeniel,Celica,Zata,Zill,Qi,Aya,Aoi,Eland'orr,Zip,4,Kaine,Helen,Rouie,Elsu,B,JDai
eA,PSG,1,9/28/2023,4:00:00 PM,RPL2023Winter,Thailand,Y'bneth,Aoi,Iggy,Valhein,Krizzix,14:55,Thane,Hayate,Liliana,Taara,Kaine,Elsu,Aya,Florentino,Teeri,5,Omen,Helen,Skud,Rouie,R,Gabrielz
BHD,BRU,2,9/28/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,WonderWoman,Rouie,Teeri,Florentino,10:04,Helen,Valhein,Zata,Paine,Murad,Aoi,Mganga,Eland'orr,Ryoma,1,Maloch,Y'bneth,Aya,Elsu,B,NuNu
BHD,BRU,2,9/28/2023,6:00:00 PM,RPL2023Winter,Thailand,Aya,Aoi,Ignis,Hayate,Taara,13:47,Y'bneth,TheJoker,Mganga,Yan,Omen,Elsu,Rouie,Maloch,Eland'orr,2,Yena,Iggy,Zata,Mina,R,Getsrch
BHD,BRU,1,9/28/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Paine,Iggy,Lindis,Xeniel,16:22,Kaine,Elsu,Yue,Keera,Riktor,Rouie,Aya,Aoi,Skud,3,Thane,Yan,Y'bneth,Mganga,R,Fakeplayz
BHD,BRU,1,9/28/2023,6:00:00 PM,RPL2023Winter,Thailand,Tachi,Eland'orr,Zata,Valhein,Maloch,25:26,Taara,Aya,Liliana,Aoi,Skud,Rouie,Iggy,Violet,Florentino,4,Keera,Yan,Mganga,Elsu,B,Acapae
BHD,BRU,2,9/28/2023,6:00:00 PM,RPL2023Winter,Thailand,Yan,Keera,Tulen,Violet,Kaine,10:39,TeeMee,Teeri,Lorion,Sinestrea,Ryoma,Florentino,Iggy,Xeniel,Thane,5,Skud,Yue,Mganga,Elsu,B,Littleboyz
PSG,BAC,2,9/29/2023,4:00:00 PM,RPL2023Winter,Thailand,Skud,Eland'orr,Iggy,TheJoker,TeeMee,16:47,Taara,Elsu,Tulen,Tachi,Ryoma,Zata,Kaine,Krixi,Liliana,1,Slimz,Helen,Aya,Rouie,B,MarkKy
PSG,BAC,2,9/29/2023,4:00:00 PM,RPL2023Winter,Thailand,Qi,Taara,Mganga,Capheny,Arum,19:53,Arthur,Hayate,Krixi,Aoi,Aya,Iggy,Rouie,Murad,Celica,2,Helen,Maloch,Florentino,Elsu,R,TAOX
PSG,BAC,2,9/29/2023,4:00:00 PM,RPL2023Winter,Thailand,Ryoma,Keera,Liliana,Teeri,Y'bneth,9:24,Helen,Tel'Annas,Mganga,Zill,Omen,Iggy,Rouie,Valhein,Capheny,3,Florentino,Celica,Elsu,Aya,R,AlmondP
TLN,TFP,1,9/29/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Sinestrea,Rouie,Violet,TeeMee,13:20,Xeniel,Teeri,Yue,Zuka,Skud,Aoi,Zata,Paine,Keera,1,Eland'orr,Yan,Aya,Elsu,B,IpodPro
TLN,TFP,1,9/29/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Keera,Iggy,Valhein,Helen,10:17,Y'bneth,TheJoker,Tulen,Zill,Riktor,Rouie,Kaine,Aoi,Murad,2,Skud,Omen,Aya,Elsu,B,IpodPro
TLN,TFP,2,9/29/2023,6:00:00 PM,RPL2023Winter,Thailand,Florentino,Yan,Yue,Aya,Taara,13:28,Helen,Hayate,Mganga,Keera,Yena,Elsu,Rouie,Capheny,Moren,3,Murad,Eland'orr,Aoi,Omen,R,Flukeyo
TLN,TFP,1,9/29/2023,6:00:00 PM,RPL2023Winter,Thailand,LuBu,Zill,Liliana,Teeri,Xeniel,20:50,TeeMee,Celica,Zata,Kriknak,Omen,Aya,Elsu,Rouie,Krizzix,4,Zuka,Eland'orr,Mina,Aoi,R,Erez
BRU,KOG,1,9/30/2023,12:00:00 PM,RPL2023Winter,Thailand,Qi,Eland'orr,Mganga,Aya,Taara,11:25,Skud,Violet,Rouie,Yan,Hayate,Florentino,Zata,Maloch,Omen,1,Sinestrea,Paine,Valhein,Elsu,B,KSSA
BRU,KOG,1,9/30/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,Paine,Zata,Valhein,Helen,9:54,Y'bneth,Teeri,Iggy,Ryoma,Taara,Aya,Aoi,Florentino,WonderWoman,2,Keera,Omen,Elsu,Rouie,R,Littleboyz
BRU,KOG,1,9/30/2023,12:00:00 PM,RPL2023Winter,Thailand,Yena,Zuka,Yue,Elsu,Kaine,17:29,Xeniel,Lindis,Kahlii,Zephys,Riktor,Aya,Valhein,Paine,Keera,3,WonderWoman,Yan,Aoi,Rouie,B,NuNu
BHD,eA,1,9/30/2023,3:00:00 PM,RPL2023Winter,Thailand,Florentino,Eland'orr,Zata,Lindis,Y'bneth,17:31,Rouie,Teeri,Liliana,Kaine,Skud,Mganga,Helen,Capheny,Valhein,1,Krizzix,Xeniel,Aya,Elsu,B,Fakeplayz
BHD,eA,1,9/30/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,WonderWoman,Yue,Violet,Thane,18:02,TeeMee,TheJoker,Zata,Aoi,Florentino,Helen,Mganga,Murad,Iggy,2,Keera,Taara,Aya,Elsu,B,Fakeplayz
BHD,eA,2,9/30/2023,3:00:00 PM,RPL2023Winter,Thailand,Omen,Tachi,Mganga,Slimz,Maloch,12:42,Aya,Taara,Yue,Kriknak,Mina,Elsu,Helen,Eland'orr,Paine,3,Yan,Keera,Rouie,Aoi,R,Gabrielz
BHD,eA,2,9/30/2023,3:00:00 PM,RPL2023Winter,Thailand,Kaine,Yan,Aya,Elsu,Murad,18:20,Chaugnar,Capheny,Raz,Keera,Qi,Helen,Mganga,Omen,Krixi,4,Nakroth,Iggy,Rouie,Aoi,R,TAOZ
BHD,eA,1,9/30/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,Keera,Krixi,Teeri,Helen,13:52,Zip,Valhein,Dirak,WonderWoman,Yena,Iggy,Elsu,Y'bneth,Mganga,5,Taara,Skud,Rouie,Aoi,R,1S1K
TLN,VCF,2,9/30/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Eland'orr,Rouie,Slimz,Maloch,16:37,Chaugnar,Valhein,Zata,Kriknak,Skud,Aoi,Florentino,Helen,Krizzix,1,WonderWoman,Sinestrea,Aya,Elsu,B,SRY
TLN,VCF,1,9/30/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,Paine,Yue,Violet,TeeMee,13:56,Krizzix,TheJoker,Krixi,Yan,Amily,Elsu,Aya,Florentino,Mina,2,Zill,Keera,Zata,Helen,R,Erez
TLN,VCF,2,9/30/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,Zill,Liliana,TheJoker,Kaine,17:31,Helen,Teeri,Yue,Keera,Xeniel,Rouie,Florentino,Omen,Yena,3,Y'bneth,Aoi,Aya,Elsu,B,QQ
TLN,VCF,1,9/30/2023,6:00:00 PM,RPL2023Winter,Thailand,Murad,Aoi,Mganga,Capheny,Taara,22:04,Aya,Ryoma,Iggy,Eland'orr,Florentino,Elsu,Rouie,Omen,Qi,4,Hayate,Yan,Keera,Helen,R,Difoxn
TLN,VCF,2,9/30/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Keera,Zata,Wisp,Thane,26:42,Toro,Hayate,Liliana,Aoi,Riktor,Rouie,Omen,Kaine,TeeMee,5,Iggy,Valhein,Aya,Elsu,B,QQ
eA,TFP,2,10/1/2023,12:00:00 PM,RPL2023Winter,Thailand,Qi,Zuka,Mganga,Capheny,Helen,15:00,Baldum,Hayate,Yue,Murad,Riktor,Aoi,Florentino,Paine,Nakroth,1,Kaine,Omen,Eland'orr,Rouie,B,Bandsjaaa
eA,TFP,1,10/1/2023,12:00:00 PM,RPL2023Winter,Thailand,Florentino,Kriknak,Krixi,Slimz,Krizzix,17:30,Lumburr,Lindis,Rouie,Zill,Yena,Aya,Elsu,Chaugnar,Skud,2,Violet,Hayate,TeeMee,Zata,R,Gabrielz
eA,TFP,2,10/1/2023,12:00:00 PM,RPL2023Winter,Thailand,Yena,Eland'orr,Rouie,TheJoker,Chaugnar,22:40,TeeMee,Violet,D'Arcy,Paine,Skud,Elsu,Aya,Zata,Krixi,3,Liliana,Iggy,Aoi,Omen,R,Ormson
eA,TFP,2,10/1/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,WonderWoman,Yue,Taara,Aya,21:47,Chaugnar,Elsu,Mganga,Keera,Omen,Aoi,Helen,Capheny,Maloch,4,Yan,Mina,Hayate,Iggy,B,Negan
BAC,KOG,1,10/1/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,Yan,Rouie,TheJoker,Thane,15:25,TeeMee,Violet,Maloch,Keera,Riktor,Mganga,Zata,Skud,Murad,1,Toro,WonderWoman,Valhein,Aya,B,Moowan
BAC,KOG,2,10/1/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Zuka,Iggy,Hayate,Helen,21:35,Baldum,Valhein,Zata,Zill,Florentino,Mganga,Rouie,Xeniel,Zata,2,Keera,Eland'orr,Elsu,Aya,B,DCMAC
BAC,KOG,1,10/1/2023,3:00:00 PM,RPL2023Winter,Thailand,Murad,Aoi,Yue,Aya,Maloch,13:23,Thane,TheJoker,Mganga,WonderWoman,Skud,Elsu,Iggy,Yan,Helen,3,Toro,Taara,Florentino,Omen,R,Kimsensei
BAC,KOG,1,10/1/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,Zanis,Zata,Violet,Krizzix,12:47,Xeniel,Teeri,Liliana,Nakroth,Ryoma,Rouie,Aya,Yan,Aoi,4,Omen,Baldum,Valhein,Elsu,B,Kimsensei
VCF,PSG,1,10/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Aoi,Iggy,Elsu,Thane,20:32,Lumburr,Slimz,Liliana,Zill,Ryoma,Helen,Mganga,Eland'orr,Yan,1,Riktor,Omen,Aya,Rouie,B,QQ
VCF,PSG,2,10/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Yan,Zata,Teeri,Y'bneth,19:41,TeeMee,Violet,Yue,Zuka,Skud,Elsu,Mganga,Aoi,Eland'orr,2,Omen,Florentino,Aya,Rouie,B,JDai
VCF,PSG,1,10/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Qi,Kriknak,Tulen,TheJoker,Xeniel,19:00,Chaugnar,Celica,Rouie,Eland'orr,Riktor,Elsu,Aya,Iggy,Zata,3,Kaine,Krizzix,Mganga,Florentino,R,QQ
VCF,PSG,2,10/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Murad,Keera,Yue,Aya,Arthur,31:50,Thane,Hayate,Mganga,Aoi,Taara,Elsu,Helen,Omen,Valhein,4,Tachi,Skud,Florentino,Rouie,B,N-Ashearth
VCF,PSG,2,10/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Florentino,Tachi,Mganga,Violet,Helen,16:03,Y'bneth,Valhein,Krixi,Yan,Yena,Elsu,Iggy,Baldum,Murad,5,Capheny,Tel'Annas,Rouie,TeeMee,R,Sharkz
TFP,PSG,2,10/5/2023,4:00:00 PM,RPL2023Winter,Thailand,Riktor,Eland'orr,Rouie,Murad,Chaugnar,14:23,Kaine,TheJoker,Zata,Sinestrea,Skud,Aoi,TeeMee,Paine,Keera,1,Illumia,Lindis,Mganga,Elsu,B,N-Ashearth
TFP,PSG,1,10/5/2023,4:00:00 PM,RPL2023Winter,Thailand,Omen,Keera,Yue,Hayate,Baldum,16:48,Helen,Capheny,Mganga,Nakroth,Yena,Rouie,Eland'orr,Yan,Kriknak,2,Paine,Zill,TeeMee,Aoi,R,Flukeyo
TFP,PSG,1,10/5/2023,4:00:00 PM,RPL2023Winter,Thailand,Yena,Aoi,Iggy,Bright,Thane,19:44,Zip,Violet,Liliana,Zill,Taara,Rouie,Omen,TeeMee,Y'bneth,3,Skud,Florentino,Elsu,Aya,B,Bandsjaaa
TFP,PSG,2,10/5/2023,4:00:00 PM,RPL2023Winter,Thailand,Ryoma,Zuka,Mganga,Teeri,Tachi,16:23,Y'bneth,Hayate,Yue,Yan,Qi,Omen,Iggy,Murad,Riktor,4,TeeMee,Kaine,Elsu,Aya,B,JDai
TFP,PSG,1,10/5/2023,4:00:00 PM,RPL2023Winter,Thailand,Skud,Zephys,Tulen,Violet,Xeniel,19:06,Thane,Slimz,Iggy,WonderWoman,Ryoma,Rouie,Florentino,Eland'orr,Keera,5,Zill,Yan,Aya,Elsu,B,Negan
KOG,eA,1,10/5/2023,6:00:00 PM,RPL2023Winter,Thailand,Qi,Keera,Rouie,Valhein,Toro,17:01,TeeMee,Hayate,Zata,Zill,Skud,Aoi,Florentino,Eland'orr,Paine,1,WonderWoman,Omen,Mganga,Elsu,B,PuPu
KOG,eA,2,10/5/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Zuka,Aya,Celica,Taara,20:08,Helen,Capheny,Krixi,Keera,Veres,Aoi,Rouie,Florentino,Omen,2,Mina,Yue,Mganga,Elsu,B,TAOZ
KOG,eA,2,10/5/2023,6:00:00 PM,RPL2023Winter,Thailand,Xeniel,WonderWoman,Yue,Slimz,Krizzix,17:19,Kaine,Elsu,Liliana,Paine,Murad,Aya,Rouie,Taara,Eland'orr,3,Yan,Skud,Omen,Aoi,R,MOOP
KOG,eA,2,10/5/2023,6:00:00 PM,RPL2023Winter,Thailand,Florentino,Eland'orr,Lorion,TheJoker,Helen,19:00,Xeniel,Violet,Ignis,Zuka,Ryoma,Aya,Rouie,Yue,Mganga,4,Y'bneth,Thane,Iggy,Elsu,B,Gabrielz
BHD,TLN,2,10/6/2023,4:00:00 PM,RPL2023Winter,Thailand,Skud,Taara,Liliana,Elsu,Xeniel,16:57,Thane,Slimz,Iggy,Keera,Veres,Helen,Mganga,Florentino,Paine,1,Omen,Aoi,Aya,Rouie,B,IpodPro
BHD,TLN,1,10/6/2023,4:00:00 PM,RPL2023Winter,Thailand,Kaine,Sinestrea,Zata,TheJoker,Y'bneth,15:58,Rouie,Teeri,Liliana,Zuka,Skud,Elsu,Florentino,Xeniel,TeeMee,2,Paine,Keera,Aya,Aoi,R,Bboss
BHD,TLN,2,10/6/2023,4:00:00 PM,RPL2023Winter,Thailand,Florentino,Ryoma,Krixi,Wisp,Krizzix,10:03,TeeMee,Violet,Zata,Paine,Omen,Elsu,Kaine,Yue,Zill,3,Kriknak,Keera,Aya,Rouie,B,IPogPro
BHD,TLN,2,10/6/2023,4:00:00 PM,RPL2023Winter,Thailand,Riktor,WonderWoman,Yue,Teeri,TeeMee,12:33,Xeniel,Valhein,Tulen,Aoi,Yena,Aya,Florentino,Kaine,Lorion,4,Yan,Keera,Omen,Rouie,R,Erez
TFP,BAC,1,10/6/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,Aoi,Iggy,Slimz,Thane,15:20,Y'bneth,Elsu,Tulen,Zuka,Ryoma,Omen,Kaine,Xeniel,Taara,1,TheJoker,Violet,Rouie,Aya,B,Bandsjaaa
TFP,BAC,2,10/6/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,WonderWoman,Rouie,Violet,Lumburr,14:12,Krizzix,Teeri,Zata,Keera,Florentino,Aoi,Riktor,Paine,Teeri,2,Chaugnar,Toro,Elsu,Aya,B,AlmondP
TFP,BAC,2,10/6/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Paine,Lorion,Celica,TeeMee,19:29,Toro,Capheny,Yue,Taara,Riktor,Omen,Rouie,Baldum,Thane,3,Yan,Florentino,Kaine,Aya,B,Kimsensei
TFP,BAC,1,10/6/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,Eland'orr,Annette,Elsu,Arthur,16:49,Thane,Violet,Iggy,TheFlash,TeeMee,Rouie,Mina,Yan,Aoi,4,Keera,Kaine,Hayate,Aya,B,Negan
TFP,BAC,2,10/6/2023,6:00:00 PM,RPL2023Winter,Thailand,Allain,Keera,Yue,Tel'Annas,Baldum,12:13,Helen,Wisp,Mganga,Yan,Omen,Rouie,Aya,Valhein,Eland'orr,5,Maloch,TheJoker,Mina,Florentino,R,AlmondP
PSG,BHD,2,10/7/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,Yan,Rouie,Violet,Thane,16:54,Y'bneth,TheJoker,Zata,Sinestrea,Florentino,Aoi,Kaine,Krizzix,Xeniel,1,Valhein,Tulen,Aya,Elsu,B,HerMeS
PSG,BHD,1,10/7/2023,12:00:00 PM,RPL2023Winter,Thailand,Taara,Keera,Zata,Valhein,Maloch,16:58,Arthur,Violet,Aya,Yan,Ryoma,Rouie,Elsu,Murad,Superman,2,Sinestrea,Aoi,Mganga,Helen,R,N-Ashearth
PSG,BHD,1,10/7/2023,12:00:00 PM,RPL2023Winter,Thailand,Skud,Aoi,Iggy,Celica,Kaine,10:34,TeeMee,Teeri,Tulen,Paine,Yena,Rouie,Omen,Taara,Qi,3,Y'bneth,TheJoker,Elsu,Aya,B,JDai
PSG,BHD,2,10/7/2023,12:00:00 PM,RPL2023Winter,Thailand,Ryoma,Zuka,Tulen,Elsu,TeeMee,14:02,Thane,Capheny,Iggy,Keera,Riktor,Rouie,Mina,Aoi,Skud,4,Qi,Florentino,Omen,Aya,B,Fakeplayz
PSG,BHD,1,10/7/2023,12:00:00 PM,RPL2023Winter,Thailand,Qi,WonderWoman,Liliana,TheJoker,Krizzix,16:04,Kaine,Hayate,Yue,Aoi,Omen,Elsu,Skud,Taara,Xeniel,5,Sinestrea,Paine,Florentino,Aya,R,JDai
VCF,BRU,2,10/7/2023,3:00:00 PM,RPL2023Winter,Thailand,TeeMee,Paine,Zata,Violet,Xeniel,15:56,Toro,Valhein,Rouie,Aoi,Omen,Florentino,Skud,Helen,Chaugnar,1,Yena,Mina,Aya,Elsu,B,Littleboyz
VCF,BRU,2,10/7/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,Eland'orr,Iggy,Valhein,Chaugnar,19:22,Y'bneth,Capheny,Zata,Sinestrea,Skud,Elsu,Aya,Murad,Violet,2,Yan,Keera,Florentino,Omen,R,Littleboyz
VCF,BRU,2,10/7/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Keera,Yue,Teeri,Zip,16:38,Helen,Hayate,Mganga,Zill,Ryoma,Elsu,Aya,Paine,Yan,3,Aoi,Maloch,Omen,Florentino,R,Littleboyz
TLN,KOG,1,10/7/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Eland'orr,Mganga,TheJoker,Taara,12:48,Maloch,Aya,Ignis,Aoi,Qi,Zata,Florentino,Skud,Lauriel,1,Omen,Keera,Rouie,Elsu,B,IpodPro
TLN,KOG,1,10/7/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Paine,Liliana,Teeri,Thane,14:42,Y'bneth,Violet,Iggy,Eland'orr,Ryoma,Rouie,Valhein,Florentino,Sinestrea,2,Yan,Keera,Aoi,Aya,R,Erez
TLN,KOG,1,10/7/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Keera,Rouie,Violet,Toro,17:50,Kaine,Valhein,Raz,Paine,Riktor,Zata,Helen,TeeMee,Xeniel,3,Yan,Aoi,Elsu,Aya,B,IpodPro
BRU,TFP,1,10/8/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,Zill,Iggy,Valhein,Helen,10:55,TeeMee,Elsu,Yue,Tulen,Ryoma,Paine,Aoi,Y'bneth,Maloch,1,Keera,Omen,Aya,Rouie,B,NuNu
BRU,TFP,2,10/8/2023,12:00:00 PM,RPL2023Winter,Thailand,Skud,Paine,Rouie,Teeri,TeeMee,19:10,Xeniel,Violet,Annette,Yan,Riktor,Aya,Aoi,Zata,Florentino,2,Hayate,TheJoker,Omen,Elsu,R,Flukeyo
BRU,TFP,2,10/8/2023,12:00:00 PM,RPL2023Winter,Thailand,Ryoma,Sinestrea,Mganga,Aya,Taara,15:22,Chaugnar,Hayate,Rouie,Keera,Yena,Omen,Aoi,Lauriel,Maloch,3,Murad,Kaine,Eland'orr,Elsu,B,Flukeyo
BRU,TFP,1,10/8/2023,12:00:00 PM,RPL2023Winter,Thailand,Florentino,Aoi,Liliana,TheJoker,Maloch,9:47,Thane,Bright,Iggy,Zuka,Murad,Omen,Aya,Skud,Valhein,4,Kaine,Y'bneth,Eland'orr,Elsu,B,TheWorlds
BRU,TFP,1,10/8/2023,12:00:00 PM,RPL2023Winter,Thailand,Yena,Keera,Dirak,Violet,Chaugnar,16:06,Kaine,TheJoker,Zata,Zill,Skud,Aya,Omen,Aoi,Eland'orr,5,Tulen,Yue,Mina,Elsu,R,NuNu
KOG,VCF,1,10/8/2023,3:00:00 PM,RPL2023Winter,Thailand,Omen,Yan,Rouie,Valhein,Cresht,11:23,TeeMee,Teeri,Zata,Sinestrea,Skud,Aoi,Florentino,Krizzix,Paine,1,Helen,Toro,Aya,Elsu,B,Glasses
KOG,VCF,2,10/8/2023,3:00:00 PM,RPL2023Winter,Thailand,Zuka,Zill,Liliana,Teeri,Y'bneth,31:31,Chaugnar,Valhein,Iggy,Keera,Yena,Rouie,Aoi,Florentino,Omen,2,Violet,Murad,Aya,Elsu,B,QQ
KOG,VCF,2,10/8/2023,3:00:00 PM,RPL2023Winter,Thailand,TeeMee,Aoi,Dirak,Slimz,Xeniel,21:32,Toro,Elsu,Yue,Zuka,Ryoma,Aya,Rouie,Yan,WonderWoman,3,Zata,Iggy,Florentino,Skud,R,QQ
KOG,VCF,2,10/8/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Kriknak,Raz,Violet,Arduin,12:45,Thane,Hayate,Liliana,WonderWoman,Riktor,Rouie,Aya,Helen,Aoi,4,Eland'orr,Keera,Iggy,Elsu,R,NBank
BAC,eA,1,10/8/2023,6:00:00 PM,RPL2023Winter,Thailand,Taara,Aoi,Iggy,Hayate,Aya,13:13,Helen,Capheny,Krixi,Keera,Florentino,Kaine,Rouie,Omen,Skud,1,TheJoker,Yue,Mganga,Elsu,B,TAOX
BAC,eA,1,10/8/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Kriknak,Zata,Wisp,Krizzix,15:25,Rouie,TheJoker,Yue,Eland'orr,Skud,Iggy,Aya,Elsu,Lindis,2,Keera,Paine,Mganga,Omen,R,Kimsensei
BAC,eA,1,10/8/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,TheFlash,Rouie,Lindis,Florentino,16:50,TeeMee,Slimz,Zata,Paine,Xeniel,Iggy,Aya,Hayate,Yena,3,WonderWoman,Yan,Skud,Elsu,B,AlmondP
BRU,BHD,2,10/21/2023,5:00:00 PM,RPL2023Winter,Thailand,Omen,Paine,Liliana,Valhein,Toro,10:40,Y'bneth,TheJoker,Zata,Keera,Yena,Elsu,Aya,Mina,Florentino,1,Zill,Taara,TeeMee,Helen,R,1s1k
